COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS
Morsano al Tagliamento,"093028","2705","93","0"
Pinzano al Tagliamento,"093030","1530","93","0"
Polcenigo,"093031","3157","93","0"
Pravisdomini,"093035","3463","93","0"
Fombio,"098026","2324","98","0"
Galgagnano,"098027","1288","98","0"
Graffignana,"098028","2599","98","0"
Guardamiglio,"098029","2660","98","0"
Livraga,"098030","2511","98","0"
Maccastorna,"098033","67","98","0"
Mairago,"098034","1383","98","0"
Maleo,"098035","3083","98","0"
Marudo,"098036","1779","98","0"
Massalengo,"098037","4435","98","0"
Meleti,"098038","460","98","0"
Merlino,"098039","1705","98","0"
Montanaso Lombardo,"098040","2255","98","0"
Ulà Tirso,"095068","492","95","0"
Uras,"095069","2802","95","0"
Usellus,"095070","736","95","0"
Villanova Truschedu,"095071","297","95","0"
Villaurbana,"095072","1567","95","0"
Villa Verde,"095073","296","95","0"
Zeddiani,"095074","1153","95","0"
Zerfaliu,"095075","1027","95","0"
Siapiccia,"095076","345","95","0"
Curcuris,"095077","301","95","0"
Soddì,"095078","119","95","0"
Fonni,"091024","3834","91","0"
Gadoni,"091025","748","91","0"
Gairo,"091026","1370","91","0"
Galtellì,"091027","2442","91","0"
Gavoi,"091028","2586","91","0"
Girasole,"091031","1321","91","0"
Ilbono,"091032","2091","91","0"
Irgoli,"091033","2278","91","0"
San Giorgio della Richinvelda,"093038","4582","93","0"
San Martino al Tagliamento,"093039","1428","93","0"
San Quirino,"093040","4229","93","0"
Sequals,"093042","2233","93","0"
Orio Litta,"098042","2025","98","0"
Ospedaletto Lodigiano,"098043","1986","98","0"
Ossago Lodigiano,"098044","1421","98","0"
Pieve Fissiraga,"098045","1732","98","0"
Salerano sul Lambro,"098046","2638","98","0"
San Fiorano,"098047","1848","98","0"
San Martino in Strada,"098048","3752","98","0"
San Rocco al Porto,"098049","3376","98","0"
Santo Stefano Lodigiano,"098051","1889","98","0"
Secugnago,"098052","1952","98","0"
Senna Lodigiana,"098053","1835","98","0"
Somaglia,"098054","3879","98","0"
Flussio,"095080","436","95","0"
Laconi,"095082","1759","95","0"
Magomadas,"095083","629","95","0"
Modolo,"095084","157","95","0"
Montresta,"095085","456","95","0"
Sagama,"095086","195","95","0"
Suni,"095087","1032","95","0"
Tinnura,"095088","241","95","0"
Ailoche,"096001","328","96","0"
Jerzu,"091035","3147","91","0"
Lei,"091038","490","91","0"
Loceri,"091039","1300","91","0"
Loculi,"091040","501","91","0"
Lodè,"091041","1614","91","0"
Lotzorai,"091042","2124","91","0"
Tramonti di Sopra,"093045","287","93","0"
Tramonti di Sotto,"093046","344","93","0"
Travesio,"093047","1809","93","0"
Vito d'Asio,"093049","700","93","0"
Vivaro,"093050","1309","93","0"
Vajont,"093052","1688","93","0"
Valvasone Arzene,"093053","3909","93","0"
Acquaviva d'Isernia,"094001","400","94","0"
Sordio,"098055","3460","98","0"
Terranova dei Passerini,"098057","915","98","0"
Turano Lodigiano,"098058","1551","98","0"
Valera Fratta,"098059","1716","98","0"
Villanova del Sillaro,"098060","1847","98","0"
Castelgerundo,"098062","1488","98","0"
Gemmano,"099004","1130","99","0"
Portopalo di Capo Passero,"089020","3867","89","0"
Aggius,"090001","1438","90","0"
Alà dei Sardi,"090002","1832","90","0"
San Calogero,"102032","4094","102","0"
San Costantino Calabro,"102033","2137","102","0"
San Gregorio d'Ippona,"102034","2631","102","0"
San Nicola da Crissa,"102035","1267","102","0"
Sant'Onofrio,"102036","2973","102","0"
Simbario,"102038","930","102","0"
Sorianello,"102039","1139","102","0"
Soriano Calabro,"102040","2346","102","0"
Spadola,"102041","819","102","0"
Anela,"090004","611","90","0"
Ardara,"090005","760","90","0"
Banari,"090007","536","90","0"
Benetutti,"090008","1784","90","0"
Berchidda,"090009","2694","90","0"
Spilinga,"102042","1456","102","0"
Stefanaconi,"102043","2399","102","0"
Vallelonga,"102045","740","102","0"
Vazzano,"102046","1000","102","0"
Zaccanopoli,"102048","699","102","0"
Zambrone,"102049","1774","102","0"
Zungri,"102050","1946","102","0"
Antrona Schieranco,"103001","404","103","0"
Bessude,"090010","397","90","0"
Bonnanaro,"090011","952","90","0"
Bono,"090012","3488","90","0"
Bonorva,"090013","3310","90","0"
Bortigiadas,"090014","743","90","0"
Borutta,"090015","267","90","0"
Bottidda,"090016","669","90","0"
Anzola d'Ossola,"103002","406","103","0"
Arizzano,"103003","1981","103","0"
Arola,"103004","236","103","0"
Aurano,"103005","100","103","0"
Baceno,"103006","886","103","0"
Bannio Anzino,"103007","472","103","0"
Baveno,"103008","4961","103","0"
Bee,"103009","774","103","0"
Belgirate,"103010","507","103","0"
Beura-Cardezza,"103011","1450","103","0"
Bognanco,"103012","185","103","0"
Armungia,"111002","440","111","0"
Ballao,"111003","743","111","0"
Barrali,"111004","1109","111","0"
Barumini,"111005","1225","111","0"
Buggerru,"111006","1048","111","0"
Burcei,"111007","2740","111","0"
Buddusò,"090017","3762","90","0"
Bultei,"090018","864","90","0"
Bulzi,"090019","487","90","0"
Burgos,"090020","878","90","0"
Calangianus,"090021","3978","90","0"
Cargeghe,"090022","617","90","0"
Cheremule,"090024","417","90","0"
Brovello-Carpugnino,"103013","740","103","0"
Calasca-Castiglione,"103014","593","103","0"
Cambiasca,"103015","1594","103","0"
Cannero Riviera,"103016","894","103","0"
Caprezzo,"103018","172","103","0"
Casale Corte Cerro,"103019","3444","103","0"
Ceppo Morelli,"103021","296","103","0"
Cesara,"103022","583","103","0"
Cossogno,"103023","672","103","0"
Calasetta,"111008","2847","111","0"
Castiadas,"111011","1678","111","0"
Collinas,"111012","803","111","0"
Decimoputzu,"111013","4327","111","0"
Chiaramonti,"090025","1573","90","0"
Codrongianos,"090026","1307","90","0"
Cossoine,"090027","788","90","0"
Esporlatu,"090028","380","90","0"
Florinas,"090029","1500","90","0"
Giave,"090030","508","90","0"
Illorai,"090031","798","90","0"
Craveggia,"103024","764","103","0"
Crevoladossola,"103025","4525","103","0"
Crodo,"103026","1400","103","0"
Druogno,"103029","1056","103","0"
Formazza,"103031","446","103","0"
Germagno,"103032","188","103","0"
Ghiffa,"103033","2362","103","0"
Domus de Maria,"111015","1655","111","0"
Donori,"111017","2029","111","0"
Escalaplano,"111018","2122","111","0"
Escolca,"111019","560","111","0"
Esterzili,"111020","580","111","0"
Fluminimaggiore,"111021","2807","111","0"
Ittireddu,"090032","485","90","0"
Laerru,"090034","881","90","0"
Casteldelci,"099021","383","99","0"
Gignese,"103034","1044","103","0"
Gurro,"103036","193","103","0"
Intragna,"103037","111","103","0"
Loreglia,"103038","229","103","0"
Macugnaga,"103039","537","103","0"
Madonna del Sasso,"103040","402","103","0"
Malesco,"103041","1384","103","0"
Masera,"103042","1457","103","0"
Massiola,"103043","121","103","0"
Mergozzo,"103044","2152","103","0"
Furtei,"111022","1572","111","0"
Genoni,"111023","787","111","0"
Genuri,"111024","307","111","0"
Gergei,"111025","1177","111","0"
Gesico,"111026","808","111","0"
Gesturi,"111027","1206","111","0"
Giba,"111028","1982","111","0"
Goni,"111029","462","111","0"
Gonnesa,"111030","4855","111","0"
Maiolo,"099022","800","99","0"
Pennabilli,"099024","2697","99","0"
San Leo,"099025","2877","99","0"
Sant'Agata Feltria,"099026","2063","99","0"
Talamello,"099027","1079","99","0"
Miazzina,"103045","365","103","0"
Montecrestese,"103046","1259","103","0"
Montescheno,"103047","384","103","0"
Nonio,"103048","857","103","0"
Oggebbio,"103049","881","103","0"
Ornavasso,"103051","3418","103","0"
Pallanzeno,"103052","1138","103","0"
Piedimulera,"103053","1494","103","0"
Pieve Vergonte,"103054","2513","103","0"
Premeno,"103055","762","103","0"
Guamaggiore,"111032","945","111","0"
Guasila,"111033","2628","111","0"
Isili,"111036","2579","111","0"
Cantagallo,"100001","3167","100","0"
Premia,"103056","539","103","0"
Premosello-Chiovenda,"103057","1907","103","0"
Quarna Sopra,"103058","248","103","0"
Quarna Sotto,"103059","386","103","0"
Re,"103060","705","103","0"
San Bernardino Verbano,"103061","1302","103","0"
Santa Maria Maggiore,"103062","1290","103","0"
Las Plassas,"111037","221","111","0"
Lunamatrona,"111038","1661","111","0"
Mandas,"111039","2094","111","0"
Masainas,"111040","1271","111","0"
Monastir,"111041","4589","111","0"
Musei,"111043","1523","111","0"
Narcao,"111044","3153","111","0"
Nuragus,"111045","862","111","0"
Nurallao,"111046","1210","111","0"
Belvedere di Spinello,"101001","2167","101","0"
Caccuri,"101002","1604","101","0"
Carfizzi,"101003","552","101","0"
Casabona,"101004","2494","101","0"
Castelsilano,"101005","935","101","0"
Cerenzia,"101006","1071","101","0"
Stresa,"103064","4816","103","0"
Toceno,"103065","724","103","0"
Trarego Viggiona,"103066","413","103","0"
Trasquera,"103067","172","103","0"
Trontano,"103068","1663","103","0"
Valstrona,"103069","1209","103","0"
Vanzone con San Carlo,"103070","385","103","0"
Nuraminis,"111047","2453","111","0"
Nurri,"111048","2109","111","0"
Nuxis,"111049","1506","111","0"
Orroli,"111050","2132","111","0"
Ortacesus,"111051","882","111","0"
Pabillonis,"111052","2684","111","0"
Pauli Arbarei,"111053","582","111","0"
Perdaxius,"111054","1365","111","0"
Pimentel,"111055","1160","111","0"
Piscinas,"111056","827","111","0"
Portoscuso,"111057","4998","111","0"
Cirò,"101007","2643","101","0"
Crucoli,"101011","2978","101","0"
Varzo,"103071","2008","103","0"
Vignone,"103074","1198","103","0"
Villette,"103076","268","103","0"
Vogogna,"103077","1750","103","0"
Borgomezzavalle,"103078","313","103","0"
Valle Cannobina,"103079","478","103","0"
Aicurzio,"108002","2125","108","0"
Sadali,"111058","924","111","0"
Samatzai,"111060","1615","111","0"
San Basilio,"111061","1191","111","0"
San Nicolò Gerrei,"111064","727","111","0"
Melissa,"101014","3398","101","0"
Burago di Molgora,"108013","4281","108","0"
Camparada,"108014","2157","108","0"
Correzzana,"108022","3034","108","0"
San Vito,"111066","3564","111","0"
Santadi,"111068","3296","111","0"
Sant'Andrea Frius,"111069","1720","111","0"
Sant'Anna Arresi,"111070","2717","111","0"
Pallagorio,"101016","1062","101","0"
Roccabernarda,"101018","3297","101","0"
San Mauro Marchesato,"101020","2043","101","0"
San Nicola dell'Alto,"101021","742","101","0"
Santa Severina,"101022","1978","101","0"
Mezzago,"108031","4491","108","0"
Renate,"108037","4086","108","0"
Ronco Briantino,"108038","3540","108","0"
Sulbiate,"108042","4363","108","0"
Veduggio con Colzano,"108047","4304","108","0"
Sardara,"111072","3948","111","0"
Segariu,"111073","1132","111","0"
Selegas,"111074","1347","111","0"
Senorbì,"111075","4849","111","0"
Serdiana,"111076","2664","111","0"
Serrenti,"111078","4738","111","0"
Savelli,"101023","1136","101","0"
Scandale,"101024","2998","101","0"
Umbriatico,"101026","795","101","0"
Verzino,"101027","1701","101","0"
Acquaro,"102001","2048","102","0"
Arena,"102002","1328","102","0"
Roncello,"108055","4780","108","0"
Altidona,"109001","3546","109","0"
Amandola,"109002","3471","109","0"
Belmonte Piceno,"109003","614","109","0"
Campofilone,"109004","1934","109","0"
Falerone,"109005","3262","109","0"
Serri,"111079","641","111","0"
Setzu,"111080","137","111","0"
Seui,"111081","1239","111","0"
Seulo,"111082","793","111","0"
Siddi,"111083","620","111","0"
Siliqua,"111084","3706","111","0"
Silius,"111085","1129","111","0"
Siurgus Donigala,"111086","1940","111","0"
Briatico,"102003","4267","102","0"
Brognaturo,"102004","592","102","0"
Capistrano,"102005","984","102","0"
Cessaniti,"102006","3145","102","0"
Dasà,"102007","1126","102","0"
Dinami,"102008","1995","102","0"
Drapia,"102009","2063","102","0"
Fabrizia,"102010","2078","102","0"
Filandari,"102012","1799","102","0"
Francavilla d'Ete,"109007","928","109","0"
Grottazzolina,"109008","3289","109","0"
Lapedona,"109009","1172","109","0"
Magliano di Tenna,"109010","1418","109","0"
Massa Fermana,"109011","913","109","0"
Monsampietro Morico,"109012","632","109","0"
Montappone,"109013","1637","109","0"
Montefalcone Appennino,"109014","399","109","0"
Montefortino,"109015","1108","109","0"
Monte Giberto,"109016","763","109","0"
Soleminis,"111087","1860","111","0"
Suelli,"111088","1100","111","0"
Teulada,"111089","3448","111","0"
Tratalias,"111090","1036","111","0"
Tuili,"111091","979","111","0"
Turri,"111092","409","111","0"
Ussana,"111093","4128","111","0"
Ussaramanna,"111094","512","111","0"
Vallermosa,"111095","1874","111","0"
Filogaso,"102013","1362","102","0"
Francavilla Angitola,"102014","1877","102","0"
Francica,"102015","1643","102","0"
Gerocarne,"102016","2034","102","0"
Ionadi,"102017","4476","102","0"
Joppolo,"102018","1852","102","0"
Limbadi,"102019","3478","102","0"
Maierato,"102020","2120","102","0"
Monteleone di Fermo,"109019","366","109","0"
Montelparo,"109020","735","109","0"
Monte Rinaldo,"109021","336","109","0"
Monterubbiano,"109022","2142","109","0"
Monte San Pietrangeli,"109023","2358","109","0"
Monte Vidon Combatte,"109025","409","109","0"
Monte Vidon Corrado,"109026","697","109","0"
Montottone,"109027","890","109","0"
Moresco,"109028","547","109","0"
Villamar,"111097","2604","111","0"
Villamassargia,"111098","3488","111","0"
Villanova Tulo,"111099","1056","111","0"
Villanovaforru,"111100","656","111","0"
Villanovafranca,"111101","1247","111","0"
Villaperuccio,"111102","1060","111","0"
Villaputzu,"111103","4615","111","0"
Mongiana,"102022","690","102","0"
Monterosso Calabro,"102023","1622","102","0"
Nardodipace,"102024","1216","102","0"
Parghelia,"102026","1277","102","0"
Pizzoni,"102028","1040","102","0"
Polia,"102029","937","102","0"
Ricadi,"102030","4976","102","0"
Rombiolo,"102031","4463","102","0"
Ortezzano,"109029","744","109","0"
Pedaso,"109030","2832","109","0"
Petritoli,"109031","2236","109","0"
Ponzano di Fermo,"109032","1658","109","0"
Rapagnano,"109035","2003","109","0"
Santa Vittoria in Matenano,"109036","1283","109","0"
Servigliano,"109038","2243","109","0"
Smerillo,"109039","333","109","0"
Torre San Patrizio,"109040","1954","109","0"
Villasalto,"111104","1016","111","0"
Villasimius,"111105","3750","111","0"
Villaspeciosa,"111107","2597","111","0"
Pettoranello del Molise,"094034","437","94","0"
Pietrabbondante,"094035","664","94","0"
Padria,"090053","634","90","0"
Palau,"090054","4245","90","0"
Pattada,"090055","2984","90","0"
Osidda,"091068","224","91","0"
Osini,"091069","743","91","0"
Ottana,"091070","2254","91","0"
Ovodda,"091071","1596","91","0"
Perdasdefogu,"091072","1825","91","0"
Posada,"091073","3085","91","0"
Sarule,"091077","1664","91","0"
Silanus,"091083","2060","91","0"
Piatto,"096043","489","96","0"
Piedicavallo,"096044","178","96","0"
Pollone,"096046","2121","96","0"
Ponderano,"096047","3787","96","0"
Portula,"096048","1166","96","0"
Pralungo,"096049","2350","96","0"
Pray,"096050","2102","96","0"
Ronco Biellese,"096053","1486","96","0"
Roppolo,"096054","862","96","0"
Rosazza,"096055","90","96","0"
Sagliano Micca,"096056","1579","96","0"
Sala Biellese,"096057","585","96","0"
Salussola,"096058","1914","96","0"
Sandigliano,"096059","2645","96","0"
Pizzone,"094036","311","94","0"
Poggio Sannita,"094037","618","94","0"
Pozzilli,"094038","2266","94","0"
Rionero Sannitico,"094039","1069","94","0"
Roccamandolfi,"094040","896","94","0"
Roccasicura,"094041","516","94","0"
Rocchetta a Volturno,"094042","1098","94","0"
Perfugas,"090056","2343","90","0"
Ploaghe,"090057","4440","90","0"
Pozzomaggiore,"090059","2520","90","0"
Sindia,"091084","1671","91","0"
Sorgono,"091086","1605","91","0"
Talana,"091088","975","91","0"
Tertenia,"091089","3907","91","0"
Teti,"091090","641","91","0"
Sordevolo,"096063","1342","96","0"
Sostegno,"096064","763","96","0"
Strona,"096065","1052","96","0"
Tavigliano,"096066","919","96","0"
Ternengo,"096067","270","96","0"
Tollegno,"096068","2457","96","0"
Torrazzo,"096069","202","96","0"
Valdengo,"096071","2397","96","0"
Vallanzengo,"096072","202","96","0"
Valle San Nicolao,"096074","921","96","0"
Veglio,"096075","464","96","0"
Verrone,"096076","1240","96","0"
Villa del Bosco,"096078","331","96","0"
San Pietro Avellana,"094043","451","94","0"
Sant'Agapito,"094044","1381","94","0"
Santa Maria del Molise,"094045","687","94","0"
Sant'Angelo del Pesco,"094046","359","94","0"
Sant'Elena Sannita,"094047","292","94","0"
Scapoli,"094048","642","94","0"
Sessano del Molise,"094049","707","94","0"
Sesto Campano,"094050","2239","94","0"
Putifigari,"090060","720","90","0"
Romana,"090061","523","90","0"
Aglientu,"090062","1193","90","0"
Tiana,"091091","466","91","0"
Tonara,"091093","1888","91","0"
Torpè,"091094","2829","91","0"
Triei,"091097","1096","91","0"
Ulassai,"091098","1415","91","0"
Urzulei,"091099","1178","91","0"
Ussassai,"091100","506","91","0"
Villanova Biellese,"096079","190","96","0"
Viverone,"096080","1408","96","0"
Zimone,"096081","393","96","0"
Zubiena,"096082","1140","96","0"
Zumaglia,"096083","981","96","0"
Lessona,"096085","2719","96","0"
Campiglia Cervo,"096086","493","96","0"
Quaregna Cerreto,"096087","2044","96","0"
Abbadia Lariana,"097001","3207","97","0"
Airuno,"097002","2802","97","0"
Annone di Brianza,"097003","2322","97","0"
Ballabio,"097004","4114","97","0"
Vastogirardi,"094051","662","94","0"
Abbasanta,"095001","2643","95","0"
Aidomaggiore,"095002","414","95","0"
Albagiara,"095003","250","95","0"
Ales,"095004","1366","95","0"
Allai,"095005","355","95","0"
Arborea,"095006","3844","95","0"
Ardauli,"095007","826","95","0"
Sedini,"090065","1296","90","0"
Semestene,"090066","142","90","0"
Siligo,"090068","838","90","0"
Villagrande Strisaili,"091101","3085","91","0"
Cardedu,"091103","1966","91","0"
Lodine,"091104","321","91","0"
Barzago,"097005","2388","97","0"
Barzio,"097007","1284","97","0"
Bellano,"097008","3490","97","0"
Bosisio Parini,"097009","3386","97","0"
Brivio,"097010","4529","97","0"
Bulciago,"097011","2909","97","0"
Carenno,"097014","1414","97","0"
Casargo,"097015","848","97","0"
Cassago Brianza,"097017","4374","97","0"
Cassina Valsassina,"097018","527","97","0"
Castello di Brianza,"097019","2603","97","0"
Cernusco Lombardone,"097020","3859","97","0"
Cesana Brianza,"097021","2393","97","0"
Civate,"097022","3779","97","0"
Assolo,"095008","353","95","0"
Asuni,"095009","320","95","0"
Baradili,"095010","77","95","0"
Baratili San Pietro,"095011","1262","95","0"
