COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS
Vallepietra,"058108","258","58","0"
Vallinfreda,"058109","287","58","0"
Monte San Giovanni in Sabina,"057043","658","57","0"
Montopoli di Sabina,"057044","4160","57","0"
Morro Reatino,"057045","352","57","0"
Nespolo,"057046","201","57","0"
Orvinio,"057047","398","57","0"
Paganico Sabino,"057048","157","57","0"
Pescorocchiano,"057049","1976","57","0"
Petrella Salto,"057050","1097","57","0"
Poggio Bustone,"057051","1973","57","0"
Poggio Catino,"057052","1268","57","0"
Capalbio,"053003","3994","53","0"
Castel del Piano,"053004","4827","53","0"
Castell'Azzara,"053005","1397","53","0"
Cinigiano,"053007","2457","53","0"
Scheggino,"054047","464","54","0"
Sellano,"054048","1032","54","0"
Sigillo,"054049","2321","54","0"
Vicovaro,"058112","3802","58","0"
Vivaro Romano,"058113","163","58","0"
Poggio Moiano,"057054","2811","57","0"
Poggio Nativo,"057055","2537","57","0"
Poggio San Lorenzo,"057056","517","57","0"
Posta,"057057","611","57","0"
Pozzaglia Sabina,"057058","314","57","0"
Civitella Paganico,"053008","3109","53","0"
Tuoro sul Trasimeno,"054055","3810","54","0"
Bassiano,"059002","1477","59","0"
Campodimele,"059003","597","59","0"
Castelforte,"059004","4325","59","0"
Rivodutri,"057060","1187","57","0"
Roccantica,"057061","543","57","0"
Rocca Sinibalda,"057062","779","57","0"
Salisano,"057063","518","57","0"
Scandriglia,"057064","3125","57","0"
Selci,"057065","1081","57","0"
Stimigliano,"057066","2317","57","0"
Tarano,"057067","1413","57","0"
Toffia,"057068","1063","57","0"
Torricella in Sabina,"057069","1348","57","0"
Isola del Giglio,"053012","1403","53","0"
Magliano in Toscana,"053013","3403","53","0"
Valfabbrica,"054057","3286","54","0"
Vallo di Nera,"054058","357","54","0"
Valtopina,"054059","1325","54","0"
Acquasparta,"055001","4611","55","0"
Allerona,"055002","1722","55","0"
Alviano,"055003","1428","55","0"
Torri in Sabina,"057070","1223","57","0"
Turania,"057071","234","57","0"
Vacone,"057072","228","57","0"
Varco Sabino,"057073","172","57","0"
Affile,"058001","1463","58","0"
Agosta,"058002","1738","58","0"
Allumiere,"058004","3914","58","0"
Anticoli Corrado,"058006","848","58","0"
Arcinazzo Romano,"058008","1286","58","0"
Montieri,"053017","1163","53","0"
Arrone,"055005","2703","55","0"
Attigliano,"055006","2012","55","0"
Baschi,"055007","2683","55","0"
Calvi dell'Umbria,"055008","1765","55","0"
Castel Giorgio,"055009","2099","55","0"
Castel Viscardo,"055010","2825","55","0"
Fabro,"055011","2733","55","0"
Ferentillo,"055012","1839","55","0"
Lenola,"059012","4161","59","0"
Maenza,"059013","3060","59","0"
Norma,"059016","3823","59","0"
Arsoli,"058010","1454","58","0"
Bellegra,"058012","2800","58","0"
Camerata Nuova,"058014","420","58","0"
Canale Monterano,"058016","4198","58","0"
Canterano,"058017","350","58","0"
Pitigliano,"053019","3732","53","0"
Roccalbegna,"053020","951","53","0"
Ficulle,"055013","1622","55","0"
Giove,"055014","1874","55","0"
Guardea,"055015","1774","55","0"
Lugnano in Teverina,"055016","1433","55","0"
Montecastrilli,"055017","4936","55","0"
Montecchio,"055018","1597","55","0"
Montefranco,"055019","1298","55","0"
Montegabbione,"055020","1157","55","0"
Monteleone d'Orvieto,"055021","1380","55","0"
Ponza,"059018","3396","59","0"
Prossedi,"059020","1198","59","0"
Roccagorga,"059021","4335","59","0"
Rocca Massima,"059022","1115","59","0"
Roccasecca dei Volsci,"059023","1119","59","0"
Capranica Prenestina,"058019","322","58","0"
Carpineto Romano,"058020","4278","58","0"
Casape,"058021","678","58","0"
Castel San Pietro Romano,"058025","853","58","0"
Cerreto Laziale,"058027","1081","58","0"
Cervara di Roma,"058028","450","58","0"
Santa Fiora,"053022","2535","53","0"
Scansano,"053023","4348","53","0"
Scarlino,"053024","3904","53","0"
Seggiano,"053025","990","53","0"
Faleria,"056025","2089","56","0"
Farnese,"056026","1436","56","0"
Gallese,"056027","2728","56","0"
Gradoli,"056028","1294","56","0"
Graffignano,"056029","2218","56","0"
Grotte di Castro,"056030","2531","56","0"
Sperlonga,"059030","3236","59","0"
Spigno Saturnia,"059031","2914","59","0"
Ventotene,"059033","748","59","0"
Acquafondata,"060001","274","60","0"
Acuto,"060002","1882","60","0"
Ciciliano,"058030","1278","58","0"
Cineto Romano,"058031","586","58","0"
Civitella San Paolo,"058033","2063","58","0"
Colonna,"058035","4292","58","0"
Filacciano,"058037","434","58","0"
Sorano,"053026","3180","53","0"
Monterotondo Marittimo,"053027","1298","53","0"
Semproniano,"053028","1003","53","0"
Bettona,"054003","4322","54","0"
Ischia di Castro,"056031","2235","56","0"
Latera,"056032","798","56","0"
Lubriano,"056033","896","56","0"
Marta,"056034","3362","56","0"
Monte Romano,"056037","1940","56","0"
Alvito,"060004","2586","60","0"
Amaseno,"060005","4288","60","0"
Arnara,"060009","2287","60","0"
Barbara,"042004","1303","42","0"
Belvedere Ostrense,"042005","2146","42","0"
Camerata Picena,"042007","2547","42","0"
Castelleone di Suasa,"042011","1592","42","0"
Castelplanio,"042012","3514","42","0"
Cerreto d'Esi,"042013","3544","42","0"
Corinaldo,"042015","4889","42","0"
Roccafluvione,"044064","1960","44","0"
Rotella,"044065","843","44","0"
Venarotta,"044073","1971","44","0"
Bagnone,"045002","1788","45","0"
Monterchi,"051024","1718","51","0"
Ortignano Raggiolo,"051027","868","51","0"
Pieve Santo Stefano,"051030","3060","51","0"
Sant'Agata sul Santerno,"039017","2935","39","0"
Solarolo,"039018","4506","39","0"
Cupramontana,"042016","4485","42","0"
Casola in Lunigiana,"045004","994","45","0"
Comano,"045005","690","45","0"
Filattiera,"045006","2243","45","0"
Fosdinovo,"045008","4750","45","0"
Licciana Nardi,"045009","4870","45","0"
Bibbona,"049001","3239","49","0"
Campo nell'Elba,"049003","4817","49","0"
Capoliveri,"049004","4103","49","0"
Borghi,"040004","2902","40","0"
Genga,"042020","1699","42","0"
Mergo,"042024","1016","42","0"
Monsano,"042025","3326","42","0"
Montecarotto,"042026","1886","42","0"
Mulazzo,"045012","2333","45","0"
Podenzana,"045013","2144","45","0"
Tresana,"045015","1934","45","0"
Villafranca in Lunigiana,"045016","4675","45","0"
Capraia Isola,"049005","392","49","0"
Marciana,"049010","2127","49","0"
Marciana Marina,"049011","1952","49","0"
Civitella di Romagna,"040009","3719","40","0"
Dovadola,"040011","1575","40","0"
Galeata,"040014","2446","40","0"
Monte Roberto,"042029","3068","42","0"
Morro d'Alba,"042031","1826","42","0"
Numana,"042032","3780","42","0"
Offagna,"042033","2039","42","0"
Ostra Vetere,"042036","3178","42","0"
Poggio San Marcello,"042037","660","42","0"
Zeri,"045017","1004","45","0"
Porto Azzurro,"049013","3708","49","0"
Sassetta,"049019","465","49","0"
Modigliana,"040022","4435","40","0"
Montiano,"040028","1726","40","0"
Portico e San Benedetto,"040031","734","40","0"
Polverigi,"042038","4607","42","0"
Rosora,"042040","1948","42","0"
San Marcello,"042041","2000","42","0"
San Paolo di Jesi,"042042","923","42","0"
Santa Maria Nuova,"042043","4109","42","0"
Serra de' Conti,"042046","3720","42","0"
Camporgiano,"046006","2106","46","0"
Careggine,"046008","533","46","0"
Castiglione di Garfagnana,"046010","1755","46","0"
Suvereto,"049020","3044","49","0"
Rio,"049021","3430","49","0"
Casale Marittimo,"050006","1073","50","0"
Premilcuore,"040033","723","40","0"
Rocca San Casciano,"040036","1815","40","0"
Roncofreddo,"040037","3383","40","0"
Serra San Quirico,"042047","2671","42","0"
Sirolo,"042048","4101","42","0"
Staffolo,"042049","2192","42","0"
Apiro,"043002","2126","43","0"
Appignano,"043003","4121","43","0"
Belforte del Chienti,"043004","1852","43","0"
Bolognola,"043005","143","43","0"
Caldarola,"043006","1714","43","0"
Fosciandora,"046014","571","46","0"
Gallicano,"046015","3618","46","0"
Minucciano,"046019","1918","46","0"
Molazzana,"046020","1038","46","0"
Castellina Marittima,"050010","1924","50","0"
Castelnuovo di Val di Cecina,"050011","2166","50","0"
Chianni,"050012","1330","50","0"
Fauglia,"050014","3629","50","0"
Santa Sofia,"040043","4080","40","0"
Sarsina,"040044","3372","40","0"
Sogliano al Rubicone,"040046","3181","40","0"
Camporotondo di Fiastrone,"043008","517","43","0"
Castelraimondo,"043009","4453","43","0"
Castelsantangelo sul Nera,"043010","248","43","0"
Cessapalombo,"043011","458","43","0"
Montecarlo,"046021","4372","46","0"
Pescaglia,"046022","3371","46","0"
Piazza al Serchio,"046023","2225","46","0"
Pieve Fosciana,"046025","2470","46","0"
San Romano in Garfagnana,"046027","1384","46","0"
Guardistallo,"050015","1216","50","0"
Lajatico,"050016","1303","50","0"
Montecatini Val di Cecina,"050019","1660","50","0"
Montescudaio,"050020","2133","50","0"
Monteverdi Marittimo,"050021","767","50","0"
Orciano Pisano,"050023","614","50","0"
Tredozio,"040049","1152","40","0"
Verghereto,"040050","1784","40","0"
Acqualagna,"041001","4292","41","0"
Apecchio,"041002","1787","41","0"
Belforte all'Isauro,"041005","742","41","0"
Colmurano,"043014","1219","43","0"
Esanatoglia,"043016","1930","43","0"
Fiastra,"043017","644","43","0"
Fiuminata,"043019","1313","43","0"
Gagliole,"043020","595","43","0"
Gualdo,"043021","762","43","0"
Loro Piceno,"043022","2263","43","0"
Stazzema,"046030","2996","46","0"
Vagli Sotto,"046031","877","46","0"
Villa Basilica,"046034","1540","46","0"
Villa Collemandina,"046035","1268","46","0"
Fabbriche di Vergemoli,"046036","799","46","0"
Sillano Giuncugnano,"046037","1025","46","0"
Palaia,"050024","4565","50","0"
Peccioli,"050025","4740","50","0"
Borgo Pace,"041006","552","41","0"
Cantiano,"041008","2128","41","0"
Carpegna,"041009","1649","41","0"
Mogliano,"043025","4485","43","0"
Monte Cavallo,"043027","111","43","0"
Montefano,"043029","3401","43","0"
Montelupone,"043030","3472","43","0"
Marliana,"047007","3155","47","0"
Riparbella,"050030","1601","50","0"
Panchià,"022134","827","22","0"
Ronzo-Chienis,"022135","994","22","0"
Peio,"022136","1836","22","0"
Pellizzano,"022137","785","22","0"
Pelugo,"022138","402","22","0"
Malcesine,"023045","3689","23","0"
Marano di Valpolicella,"023046","3153","23","0"
Mezzane di Sotto,"023047","2530","23","0"
Minerbe,"023048","4562","23","0"
Montecchia di Crosara,"023049","4322","23","0"
Follina,"026027","3715","26","0"
Pieve Tesino,"022142","637","22","0"
Pinzolo,"022143","3041","22","0"
Pomarolo,"022144","2468","22","0"
Predazzo,"022147","4528","22","0"
Rabbi,"022150","1343","22","0"
Nogarole Rocca,"023054","3735","23","0"
Palù,"023056","1252","23","0"
Pastrengo,"023057","3143","23","0"
Pressana,"023061","2516","23","0"
Rivoli Veronese,"023062","2202","23","0"
Roncà,"023063","3772","23","0"
Fregona,"026030","2854","26","0"
Gorgo al Monticano,"026034","4065","26","0"
Romeno,"022155","1408","22","0"
Roncegno Terme,"022156","2911","22","0"
Ronchi Valsugana,"022157","457","22","0"
Ronzone,"022159","438","22","0"
Roverè della Luna,"022160","1645","22","0"
Ruffrè-Mendola,"022162","407","22","0"
Rumo,"022163","810","22","0"
Sagron Mis,"022164","180","22","0"
Samone,"022165","556","22","0"
Roverchiara,"023065","2634","23","0"
Roveredo di Guà,"023066","1597","23","0"
Roverè Veronese,"023067","2096","23","0"
Salizzole,"023068","3822","23","0"
Sanguinetto,"023072","4119","23","0"
Meduna di Livenza,"026041","2946","26","0"
Miane,"026042","3225","26","0"
Monastier di Treviso,"026044","4403","26","0"
Monfumo,"026045","1319","26","0"
Morgano,"026047","4458","26","0"
Moriago della Battaglia,"026048","2809","26","0"
Jolanda di Savoia,"038010","2753","38","0"
Lagosanto,"038011","4785","38","0"
Masi Torello,"038012","2300","38","0"
Perarolo di Cadore,"025037","356","25","0"
San Michele all'Adige,"022167","3904","22","0"
Sant'Orsola Terme,"022168","1116","22","0"
Sanzeno,"022169","912","22","0"
Sarnonico,"022170","796","22","0"
Scurelle,"022171","1400","22","0"
Segonzano,"022172","1422","22","0"
Sfruz,"022173","372","22","0"
Soraga di Fassa,"022176","683","22","0"
Sover,"022177","802","22","0"
San Mauro di Saline,"023074","572","23","0"
San Pietro di Morubio,"023075","3030","23","0"
Sant'Anna d'Alfaedo,"023078","2540","23","0"
San Zeno di Montagna,"023079","1414","23","0"
Selva di Progno,"023080","894","23","0"
Ormelle,"026052","4492","26","0"
Orsago,"026053","3867","26","0"
Portobuffolè,"026060","750","26","0"
Possagno,"026061","2206","26","0"
Pieve di Cadore,"025039","3729","25","0"
Rivamonte Agordino,"025043","615","25","0"
Rocca Pietore,"025044","1196","25","0"
San Gregorio nelle Alpi,"025045","1588","25","0"
San Nicolò di Comelico,"025046","387","25","0"
San Pietro di Cadore,"025047","1583","25","0"
San Tomaso Agordino,"025049","612","25","0"
Spiazzo,"022179","1252","22","0"
Spormaggiore,"022180","1276","22","0"
Sporminore,"022181","700","22","0"
Stenico,"022182","1205","22","0"
Storo,"022183","4579","22","0"
Strembo,"022184","592","22","0"
Telve,"022188","1916","22","0"
Sorgà,"023084","3005","23","0"
Terrazzo,"023085","2150","23","0"
Torri del Benaco,"023086","3071","23","0"
Tregnago,"023087","4909","23","0"
Trevenzuolo,"023088","2763","23","0"
Velo Veronese,"023090","757","23","0"
Valle di Casies,"021109","2325","21","0"
Vandoies,"021110","3324","21","0"
Varna,"021111","4794","21","0"
Verano,"021112","973","21","0"
Villabassa,"021113","1602","21","0"
Santo Stefano di Cadore,"025050","2474","25","0"
San Vito di Cadore,"025051","1929","25","0"
Selva di Cadore,"025054","493","25","0"
Seren del Grappa,"025055","2429","25","0"
Sospirolo,"025056","3127","25","0"
Soverzene,"025057","365","25","0"
Telve di Sopra,"022189","592","22","0"
Tenna,"022190","1045","22","0"
Tenno,"022191","2012","22","0"
Terragnolo,"022193","699","22","0"
Terzolas,"022195","642","22","0"
Tesero,"022196","2999","22","0"
Tione di Trento,"022199","3660","22","0"
Ton,"022200","1310","22","0"
Torcegno,"022202","676","22","0"
Vestenanova,"023093","2559","23","0"
Zimella,"023098","4865","23","0"
Sestino,"051035","1256","51","0"
Talla,"051038","999","51","0"
Monterosi,"056038","4782","56","0"
Onano,"056040","977","56","0"
Oriolo Romano,"056041","3834","56","0"
Piansano,"056043","1972","56","0"
Proceno,"056044","539","56","0"
Atina,"060011","4264","60","0"
Ausonia,"060012","2560","60","0"
Belmonte Castello,"060013","700","60","0"
Broccostella,"060015","2747","60","0"
Campoli Appennino,"060016","1660","60","0"
Casalattico,"060017","531","60","0"
Casalvieri,"060018","2581","60","0"
Buonconvento,"052003","3087","52","0"
Bevagna,"054004","4919","54","0"
Campello sul Clitunno,"054005","2392","54","0"
Cannara,"054006","4305","54","0"
Cascia,"054007","3068","54","0"
Castel Ritaldi,"054008","3156","54","0"
Gavignano,"058041","1922","58","0"
Gerano,"058044","1206","58","0"
Gorga,"058045","702","58","0"
Villa San Giovanni in Tuscia,"056046","1264","56","0"
San Lorenzo Nuovo,"056047","2072","56","0"
Tessennano,"056051","306","56","0"
Casole d'Elsa,"052004","3803","52","0"
Castellina in Chianti,"052005","2807","52","0"
Castiglione d'Orcia,"052007","2260","52","0"
Cetona,"052008","2563","52","0"
Cerreto di Spoleto,"054010","1012","54","0"
Citerna,"054011","3463","54","0"
Jenne,"058048","349","58","0"
Licenza,"058051","896","58","0"
Magliano Romano,"058052","1503","58","0"
Mandela,"058053","911","58","0"
Marano Equo,"058055","782","58","0"
Mazzano Romano,"058058","3107","58","0"
Valentano,"056053","2811","56","0"
Vallerano,"056054","2516","56","0"
Vasanello,"056055","3970","56","0"
Vejano,"056056","2220","56","0"
Vignanello,"056058","4433","56","0"
Chiusdino,"052010","1845","52","0"
Gaiole in Chianti,"052013","2635","52","0"
Collazzone,"054014","3388","54","0"
Costacciaro,"054016","1143","54","0"
Fossato di Vico,"054019","2738","54","0"
Fratta Todina,"054020","1840","54","0"
Monteflavio,"058061","1242","58","0"
Montelanico,"058062","2119","58","0"
Montorio Romano,"058066","2034","58","0"
Moricone,"058067","2524","58","0"
Nazzano,"058069","1355","58","0"
Nemi,"058070","1930","58","0"
Accumoli,"057001","585","57","0"
Amatrice,"057002","2381","57","0"
Monticiano,"052018","1525","52","0"
Murlo,"052019","2393","52","0"
Giano dell'Umbria,"054021","3813","54","0"
Lisciano Niccone,"054025","600","54","0"
Nerola,"058071","1921","58","0"
Percile,"058076","215","58","0"
Pisoniano,"058077","736","58","0"
Poli,"058078","2321","58","0"
Antrodoco,"057003","2438","57","0"
Ascrea,"057004","216","57","0"
Belmonte in Sabina,"057005","639","57","0"
Borbona,"057006","603","57","0"
Borgorose,"057007","4374","57","0"
Borgo Velino,"057008","947","57","0"
Cantalice,"057009","2576","57","0"
Cantalupo in Sabina,"057010","1652","57","0"
Casaprota,"057011","717","57","0"
Piancastagnaio,"052020","4064","52","0"
Pienza,"052021","2058","52","0"
Radda in Chianti,"052023","1518","52","0"
Radicofani,"052024","1073","52","0"
Castri di Lecce,"075017","2821","75","0"
Castrignano de' Greci,"075018","3829","75","0"
Rocca di Mezzo,"066082","1434","66","0"
Rocca Pia,"066083","180","66","0"
Roccaraso,"066084","1604","66","0"
San Benedetto dei Marsi,"066085","3850","66","0"
San Benedetto in Perillis,"066086","95","66","0"
San Demetrio ne' Vestini,"066087","1931","66","0"
San Pio delle Camere,"066088","669","66","0"
Sante Marie,"066089","1145","66","0"
Sant'Eusanio Forconese,"066090","380","66","0"
Santo Stefano di Sessanio,"066091","115","66","0"
Filetto,"069032","883","69","0"
Fraine,"069034","291","69","0"
Fresagrandinaria,"069036","927","69","0"
Frisa,"069037","1685","69","0"
Furci,"069038","870","69","0"
Gamberale,"069039","294","69","0"
Gessopalena,"069040","1311","69","0"
Gissi,"069041","2642","69","0"
Giuliano Teatino,"069042","1198","69","0"
Binetto,"072008","2214","72","0"
Tavenna,"070077","640","70","0"
Torella del Sannio,"070079","727","70","0"
Toro,"070080","1328","70","0"
Trivento,"070081","4570","70","0"
Tufara,"070082","832","70","0"
Ururi,"070083","2578","70","0"
Vinchiaturo,"070084","3319","70","0"
Accadia,"071001","2277","71","0"
San Vincenzo Valle Roveto,"066092","2215","66","0"
Scanno,"066093","1762","66","0"
Scontrone,"066094","544","66","0"
Scoppito,"066095","3812","66","0"
Scurcola Marsicana,"066096","2781","66","0"
Secinaro,"066097","331","66","0"
Guilmi,"069044","420","69","0"
Lama dei Peligni,"069045","1134","69","0"
Lentella,"069047","656","69","0"
Lettopalena,"069048","329","69","0"
Liscia,"069049","678","69","0"
Miglianico,"069050","4776","69","0"
Montazzoli,"069051","907","69","0"
Monteferrante,"069052","118","69","0"
Montelapiano,"069053","82","69","0"
Alberona,"071002","902","71","0"
Anzano di Puglia,"071003","1185","71","0"
Biccari,"071006","2696","71","0"
Tione degli Abruzzi,"066100","285","66","0"
Tornimparte,"066101","3024","66","0"
Villalago,"066103","529","66","0"
Villa Santa Lucia degli Abruzzi,"066104","93","66","0"
Villa Sant'Angelo,"066105","462","66","0"
Villavallelonga,"066106","870","66","0"
Villetta Barrea,"066107","617","66","0"
Vittorito,"066108","846","66","0"
Ancarano,"067002","1855","67","0"
Arsita,"067003","798","67","0"
Montenerodomo,"069054","640","69","0"
Monteodorisio,"069055","2428","69","0"
Mozzagrogna,"069056","2458","69","0"
Orsogna,"069057","3746","69","0"
Paglieta,"069059","4208","69","0"
Palena,"069060","1292","69","0"
Palmoli,"069061","843","69","0"
Palombaro,"069062","976","69","0"
Pennadomo,"069063","219","69","0"
Bovino,"071007","3138","71","0"
Candela,"071009","2732","71","0"
Carlantino,"071011","916","71","0"
Carpino,"071012","4008","71","0"
Casalnuovo Monterotaro,"071013","1434","71","0"
Casalvecchio di Puglia,"071014","1763","71","0"
Basciano,"067005","2362","67","0"
Bisenti,"067007","1798","67","0"
Canzano,"067009","1831","67","0"
Castel Castagna,"067010","457","67","0"
Castelli,"067012","1025","67","0"
Pennapiedimonte,"069064","445","69","0"
Perano,"069065","1564","69","0"
Pizzoferrato,"069066","1006","69","0"
Poggiofiorito,"069067","835","69","0"
Pollutri,"069068","2131","69","0"
Pretoro,"069069","871","69","0"
Quadri,"069070","747","69","0"
Rapino,"069071","1258","69","0"
Ripa Teatina,"069072","4060","69","0"
Roccamontepiano,"069073","1635","69","0"
Rocca San Giovanni,"069074","2301","69","0"
Roccascalegna,"069075","1143","69","0"
Poggiorsini,"072034","1352","72","0"
Castelluccio dei Sauri,"071015","2097","71","0"
Castelluccio Valmaggiore,"071016","1253","71","0"
Castelnuovo della Daunia,"071017","1359","71","0"
Celenza Valfortore,"071018","1485","71","0"
Celle di San Vito,"071019","164","71","0"
Castiglione Messer Raimondo,"067013","2185","67","0"
Castilenti,"067014","1435","67","0"
Cellino Attanasio,"067015","2400","67","0"
Cermignano,"067016","1576","67","0"
Civitella del Tronto,"067017","4787","67","0"
Colledara,"067018","2160","67","0"
Colonnella,"067019","3660","67","0"
Controguerra,"067020","2302","67","0"
Roccaspinalveti,"069076","1229","69","0"
Roio del Sangro,"069077","94","69","0"
Rosello,"069078","218","69","0"
San Buono,"069079","911","69","0"
San Giovanni Lipioni,"069080","149","69","0"
San Martino sulla Marrucina,"069082","897","69","0"
Santa Maria Imbaro,"069084","2074","69","0"
Sant'Eusanio del Sangro,"069085","2357","69","0"
Scerni,"069087","3127","69","0"
Chieuti,"071021","1618","71","0"
Deliceto,"071022","3671","71","0"
Faeto,"071023","614","71","0"
Cortino,"067022","606","67","0"
Crognaleto,"067023","1169","67","0"
Fano Adriano,"067024","272","67","0"
Isola del Gran Sasso d'Italia,"067026","4621","67","0"
Montefino,"067027","983","67","0"
Morro d'Oro,"067029","3603","67","0"
Schiavi di Abruzzo,"069088","732","69","0"
Taranta Peligna,"069089","352","69","0"
Tollo,"069090","4031","69","0"
Torino di Sangro,"069091","3006","69","0"
Tornareccio,"069092","1726","69","0"
Torrebruna,"069093","776","69","0"
Torrevecchia Teatina,"069094","4222","69","0"
Torricella Peligna,"069095","1252","69","0"
Treglio,"069096","1689","69","0"
Tufillo,"069097","376","69","0"
Vacri,"069098","1609","69","0"
Ischitella,"071025","4373","71","0"
Isole Tremiti,"071026","458","71","0"
Penna Sant'Andrea,"067033","1708","67","0"
Pietracamela,"067034","240","67","0"
Rocca Santa Maria,"067036","497","67","0"
Moscufo,"068025","3146","68","0"
Nocciano,"068026","1813","68","0"
Pescosansonesco,"068029","486","68","0"
Picciano,"068031","1327","68","0"
Pietranico,"068032","467","68","0"
Popoli,"068033","4880","68","0"
Roccamorice,"068034","937","68","0"
Jelsi,"070030","1731","70","0"
Limosano,"070032","718","70","0"
Lucito,"070033","630","70","0"
Lupara,"070034","451","70","0"
Macchia Valfortore,"070035","515","70","0"
Torricella,"073028","4190","73","0"
Sant'Agata di Puglia,"071052","1886","71","0"
Rosciano,"068035","3998","68","0"
Salle,"068036","282","68","0"
Sant'Eufemia a Maiella,"068037","257","68","0"
San Valentino in Abruzzo Citeriore,"068038","1904","68","0"
Scafa,"068039","3599","68","0"
Serramonacesca,"068040","539","68","0"
Tocco da Casauria,"068042","2488","68","0"
Torre de' Passeri,"068043","2994","68","0"
Turrivalignani,"068044","811","68","0"
Vicoli,"068045","383","68","0"
Villa Celiera,"068046","615","68","0"
Altino,"069001","3119","69","0"
Mafalda,"070036","1152","70","0"
Matrice,"070037","1071","70","0"
Mirabello Sannitico,"070038","2123","70","0"
Molise,"070039","158","70","0"
Monacilioni,"070040","488","70","0"
Montagano,"070041","1035","70","0"
Montecilfone,"070042","1274","70","0"
Montefalcone nel Sannio,"070043","1456","70","0"
Montelongo,"070044","332","70","0"
Montemitro,"070045","327","70","0"
Serracapriola,"071053","3806","71","0"
Archi,"069002","2097","69","0"
Ari,"069003","1108","69","0"
Arielli,"069004","1116","69","0"
Bomba,"069006","756","69","0"
Borrello,"069007","322","69","0"
Montebello sul Sangro,"069009","81","69","0"
Canosa Sannita,"069010","1306","69","0"
Carpineto Sinello,"069011","549","69","0"
Montorio nei Frentani,"070047","392","70","0"
Morrone del Sannio,"070048","564","70","0"
Oratino,"070049","1656","70","0"
Palata,"070050","1648","70","0"
Petacciato,"070051","3724","70","0"
Petrella Tifernina,"070052","1100","70","0"
Volturara Appula,"071061","397","71","0"
Volturino,"071062","1656","71","0"
Ordona,"071063","2869","71","0"
Zapponeta,"071064","3421","71","0"
Carunchio,"069012","631","69","0"
Casacanditella,"069013","1234","69","0"
Casalanguida,"069014","867","69","0"
Casalincontrada,"069016","3051","69","0"
Castel Frentano,"069018","4371","69","0"
Castelguidone,"069019","344","69","0"
Castiglione Messer Marino,"069020","1627","69","0"
Pietracatella,"070053","1281","70","0"
Pietracupa,"070054","220","70","0"
Portocannone,"070055","2406","70","0"
Provvidenti,"070056","105","70","0"
Ripabottoni,"070058","479","70","0"
Ripalimosani,"070059","3060","70","0"
Roccavivara,"070060","658","70","0"
Celenza sul Trigno,"069021","846","69","0"
Civitaluparella,"069023","310","69","0"
Civitella Messer Raimondo,"069024","807","69","0"
Colledimacine,"069025","171","69","0"
Colledimezzo,"069026","449","69","0"
Crecchio,"069027","2769","69","0"
Cupello,"069028","4833","69","0"
Dogliola,"069029","326","69","0"
Fara Filiorum Petri,"069030","1977","69","0"
Fara San Martino,"069031","1324","69","0"
Rotello,"070061","1165","70","0"
Salcito,"070062","641","70","0"
San Biase,"070063","149","70","0"
San Felice del Molise,"070064","592","70","0"
San Giacomo degli Schiavoni,"070065","1385","70","0"
San Giovanni in Galdo,"070066","531","70","0"
San Giuliano del Sannio,"070067","950","70","0"
San Giuliano di Puglia,"070068","1031","70","0"
Andrano,"075005","4726","75","0"
Arnesano,"075007","4006","75","0"
Bagnolo del Salento,"075008","1815","75","0"
Perdifumo,"065091","1767","65","0"
Perito,"065092","876","65","0"
Pertosa,"065093","670","65","0"
Petina,"065094","1083","65","0"
Piaggine,"065095","1231","65","0"
Pisciotta,"065096","2555","65","0"
Pollica,"065098","2284","65","0"
Positano,"065100","3854","65","0"
Collepardo,"060028","921","60","0"
Colle San Magno,"060029","662","60","0"
Coreno Ausonio,"060030","1578","60","0"
Esperia,"060031","3841","60","0"
Falvaterra,"060032","543","60","0"
Filettino,"060034","510","60","0"
Fontana Liri,"060036","2813","60","0"
Fontechiari,"060037","1293","60","0"
Apollosa,"062004","2588","62","0"
Arpaia,"062005","2000","62","0"
Arpaise,"062006","738","62","0"
Baselice,"062007","2223","62","0"
Bonea,"062009","1381","62","0"
Bucciano,"062010","2088","62","0"
Buonalbergo,"062011","1633","62","0"
Calvi,"062012","2596","62","0"
Campolattaro,"062013","999","62","0"
Campoli del Monte Taburno,"062014","1603","62","0"
Chianche,"064027","459","64","0"
Chiusano di San Domenico,"064028","2178","64","0"
Contrada,"064029","3013","64","0"
Conza della Campania,"064030","1301","64","0"
Domicella,"064031","1862","64","0"
Flumeri,"064032","2856","64","0"
Fontanarosa,"064033","2968","64","0"
Frigento,"064035","3541","64","0"
Gesualdo,"064036","3418","64","0"
Greci,"064037","627","64","0"
Ortona dei Marsi,"066063","451","66","0"
Ortucchio,"066064","1778","66","0"
Ovindoli,"066065","1196","66","0"
Pacentro,"066066","1129","66","0"
Pereto,"066067","656","66","0"
Pescasseroli,"066068","2126","66","0"
Pescina,"066069","3949","66","0"
Pescocostanzo,"066070","1134","66","0"
Fumone,"060039","2048","60","0"
Gallinaro,"060040","1249","60","0"
Giuliano di Roma,"060041","2412","60","0"
Guarcino,"060042","1538","60","0"
Morolo,"060045","3243","60","0"
Casalduni,"062015","1289","62","0"
Castelfranco in Miscano,"062016","863","62","0"
Castelpagano,"062017","1407","62","0"
Castelpoto,"062018","1172","62","0"
Castelvenere,"062019","2644","62","0"
