COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS,den_uts,sigla
Altavilla Monferrato,"006007","424","6","0",Alessandria,AL
Alzano Scrivia,"006008","364","6","0",Alessandria,AL
Avolasca,"006010","262","6","0",Alessandria,AL
Balzola,"006011","1335","6","0",Alessandria,AL
Basaluzzo,"006012","2068","6","0",Alessandria,AL
Bassignana,"006013","1642","6","0",Alessandria,AL
Belforte Monferrato,"006014","502","6","0",Alessandria,AL
Bergamasco,"006015","708","6","0",Alessandria,AL
Berzano di Tortona,"006016","156","6","0",Alessandria,AL
Bistagno,"006017","1810","6","0",Alessandria,AL
Borghetto di Borbera,"006018","1951","6","0",Alessandria,AL
Borgoratto Alessandrino,"006019","558","6","0",Alessandria,AL
Borgo San Martino,"006020","1384","6","0",Alessandria,AL
Bosco Marengo,"006021","2311","6","0",Alessandria,AL
Bosio,"006022","1158","6","0",Alessandria,AL
Bozzole,"006023","326","6","0",Alessandria,AL
Brignano-Frascata,"006024","433","6","0",Alessandria,AL
Cabella Ligure,"006025","481","6","0",Alessandria,AL
Camagna Monferrato,"006026","478","6","0",Alessandria,AL
Camino,"006027","733","6","0",Alessandria,AL
Cantalupo Ligure,"006028","451","6","0",Alessandria,AL
Capriata d'Orba,"006029","1835","6","0",Alessandria,AL
Carbonara Scrivia,"006030","1126","6","0",Alessandria,AL
Carentino,"006031","310","6","0",Alessandria,AL
Carezzano,"006032","426","6","0",Alessandria,AL
Carpeneto,"006033","931","6","0",Alessandria,AL
Carrega Ligure,"006034","85","6","0",Alessandria,AL
Carrosio,"006035","502","6","0",Alessandria,AL
Cartosio,"006036","726","6","0",Alessandria,AL
Casal Cermelli,"006037","1191","6","0",Alessandria,AL
Casaleggio Boiro,"006038","372","6","0",Alessandria,AL
Moncalvo,"005069","2833","5","0",Asti,AT
Moncucco Torinese,"005070","883","5","0",Asti,AT
Mongardino,"005071","874","5","0",Asti,AT
Montabone,"005072","321","5","0",Asti,AT
Montafia,"005073","935","5","0",Asti,AT
Montaldo Scarampi,"005074","740","5","0",Asti,AT
Montechiaro d'Asti,"005075","1276","5","0",Asti,AT
Montegrosso d'Asti,"005076","2320","5","0",Asti,AT
Montemagno,"005077","1080","5","0",Asti,AT
Moransengo,"005079","186","5","0",Asti,AT
Olmo Gentile,"005081","71","5","0",Asti,AT
Passerano Marmorito,"005082","420","5","0",Asti,AT
Penango,"005083","460","5","0",Asti,AT
Piea,"005084","559","5","0",Asti,AT
Pino d'Asti,"005085","216","5","0",Asti,AT
Piovà Massaia,"005086","588","5","0",Asti,AT
Portacomaro,"005087","2021","5","0",Asti,AT
Quaranti,"005088","166","5","0",Asti,AT
Refrancore,"005089","1562","5","0",Asti,AT
Revigliasco d'Asti,"005090","779","5","0",Asti,AT
Roatto,"005091","374","5","0",Asti,AT
Robella,"005092","473","5","0",Asti,AT
Rocca d'Arazzo,"005093","901","5","0",Asti,AT
Roccaverano,"005094","382","5","0",Asti,AT
Rocchetta Palafea,"005095","347","5","0",Asti,AT
Rocchetta Tanaro,"005096","1416","5","0",Asti,AT
San Giorgio Scarampi,"005098","106","5","0",Asti,AT
San Martino Alfieri,"005099","683","5","0",Asti,AT
San Marzano Oliveto,"005100","1017","5","0",Asti,AT
San Paolo Solbrito,"005101","1209","5","0",Asti,AT
Scurzolengo,"005103","539","5","0",Asti,AT
Grondona,"006085","479","6","0",Alessandria,AL
Guazzora,"006086","303","6","0",Alessandria,AL
Isola Sant'Antonio,"006087","659","6","0",Alessandria,AL
Lerma,"006088","817","6","0",Alessandria,AL
Malvicino,"006090","78","6","0",Alessandria,AL
Masio,"006091","1318","6","0",Alessandria,AL
Melazzo,"006092","1294","6","0",Alessandria,AL
Merana,"006093","181","6","0",Alessandria,AL
Mirabello Monferrato,"006094","1262","6","0",Alessandria,AL
Molare,"006095","2104","6","0",Alessandria,AL
Molino dei Torti,"006096","589","6","0",Alessandria,AL
Mombello Monferrato,"006097","955","6","0",Alessandria,AL
Momperone,"006098","199","6","0",Alessandria,AL
Moncestino,"006099","190","6","0",Alessandria,AL
Mongiardino Ligure,"006100","149","6","0",Alessandria,AL
Monleale,"006101","562","6","0",Alessandria,AL
Montacuto,"006102","251","6","0",Alessandria,AL
Montaldeo,"006103","237","6","0",Alessandria,AL
Montaldo Bormida,"006104","619","6","0",Alessandria,AL
Montecastello,"006105","307","6","0",Alessandria,AL
Montechiaro d'Acqui,"006106","532","6","0",Alessandria,AL
Montegioco,"006107","293","6","0",Alessandria,AL
Montemarzino,"006108","304","6","0",Alessandria,AL
Morano sul Po,"006109","1385","6","0",Alessandria,AL
Morbello,"006110","417","6","0",Alessandria,AL
Mornese,"006111","711","6","0",Alessandria,AL
Morsasco,"006112","627","6","0",Alessandria,AL
Murisengo,"006113","1343","6","0",Alessandria,AL
Occimiano,"006115","1270","6","0",Alessandria,AL
Odalengo Grande,"006116","438","6","0",Alessandria,AL
Odalengo Piccolo,"006117","239","6","0",Alessandria,AL
Olivola,"006118","117","6","0",Alessandria,AL
Orsara Bormida,"006119","415","6","0",Alessandria,AL
Ottiglio,"006120","616","6","0",Alessandria,AL
Oviglio,"006122","1198","6","0",Alessandria,AL
Ozzano Monferrato,"006123","1382","6","0",Alessandria,AL
Paderna,"006124","200","6","0",Alessandria,AL
Casalnoceto,"006040","984","6","0",Alessandria,AL
Casasco,"006041","119","6","0",Alessandria,AL
Cassine,"006043","2943","6","0",Alessandria,AL
Cassinelle,"006044","850","6","0",Alessandria,AL
Castellania Coppi,"006045","88","6","0",Alessandria,AL
Castellar Guidobono,"006046","400","6","0",Alessandria,AL
Castellazzo Bormida,"006047","4454","6","0",Alessandria,AL
Castelletto d'Erro,"006048","141","6","0",Alessandria,AL
Castelletto d'Orba,"006049","1925","6","0",Alessandria,AL
Castelletto Merli,"006050","460","6","0",Alessandria,AL
Castelletto Monferrato,"006051","1473","6","0",Alessandria,AL
Castelnuovo Bormida,"006052","636","6","0",Alessandria,AL
Castelspina,"006054","412","6","0",Alessandria,AL
Cavatore,"006055","265","6","0",Alessandria,AL
Cella Monte,"006056","495","6","0",Alessandria,AL
Cereseto,"006057","405","6","0",Alessandria,AL
Cerreto Grue,"006058","300","6","0",Alessandria,AL
Cerrina Monferrato,"006059","1347","6","0",Alessandria,AL
Coniolo,"006060","440","6","0",Alessandria,AL
Conzano,"006061","955","6","0",Alessandria,AL
Costa Vescovato,"006062","323","6","0",Alessandria,AL
Cremolino,"006063","1036","6","0",Alessandria,AL
Denice,"006065","170","6","0",Alessandria,AL
Dernice,"006066","184","6","0",Alessandria,AL
Fabbrica Curone,"006067","593","6","0",Alessandria,AL
Felizzano,"006068","2210","6","0",Alessandria,AL
Fraconalto,"006069","311","6","0",Alessandria,AL
Francavilla Bisio,"006070","510","6","0",Alessandria,AL
Frascaro,"006071","440","6","0",Alessandria,AL
Frassinello Monferrato,"006072","490","6","0",Alessandria,AL
Frassineto Po,"006073","1378","6","0",Alessandria,AL
Fresonara,"006074","652","6","0",Alessandria,AL
Frugarolo,"006075","1928","6","0",Alessandria,AL
Fubine Monferrato,"006076","1599","6","0",Alessandria,AL
Gabiano,"006077","1052","6","0",Alessandria,AL
Gamalero,"006078","816","6","0",Alessandria,AL
Garbagna,"006079","652","6","0",Alessandria,AL
Gavi,"006081","4459","6","0",Alessandria,AL
Giarole,"006082","686","6","0",Alessandria,AL
Gremiasco,"006083","302","6","0",Alessandria,AL
Grognardo,"006084","243","6","0",Alessandria,AL
Rosignano Monferrato,"006149","1498","6","0",Alessandria,AL
Sala Monferrato,"006150","324","6","0",Alessandria,AL
Sale,"006151","3994","6","0",Alessandria,AL
San Cristoforo,"006152","568","6","0",Alessandria,AL
San Giorgio Monferrato,"006153","1207","6","0",Alessandria,AL
San Salvatore Monferrato,"006154","4179","6","0",Alessandria,AL
San Sebastiano Curone,"006155","571","6","0",Alessandria,AL
Sant'Agata Fossili,"006156","384","6","0",Alessandria,AL
Sardigliano,"006157","394","6","0",Alessandria,AL
Sarezzano,"006158","1157","6","0",Alessandria,AL
Serralunga di Crea,"006159","523","6","0",Alessandria,AL
Sezzadio,"006161","1264","6","0",Alessandria,AL
Silvano d'Orba,"006162","1911","6","0",Alessandria,AL
Solero,"006163","1634","6","0",Alessandria,AL
Solonghello,"006164","209","6","0",Alessandria,AL
Spigno Monferrato,"006165","976","6","0",Alessandria,AL
Spineto Scrivia,"006166","359","6","0",Alessandria,AL
Stazzano,"006167","2387","6","0",Alessandria,AL
Strevi,"006168","1910","6","0",Alessandria,AL
Tagliolo Monferrato,"006169","1538","6","0",Alessandria,AL
Tassarolo,"006170","617","6","0",Alessandria,AL
Terruggia,"006171","922","6","0",Alessandria,AL
Terzo,"006172","854","6","0",Alessandria,AL
Ticineto,"006173","1341","6","0",Alessandria,AL
Treville,"006175","276","6","0",Alessandria,AL
Trisobbio,"006176","676","6","0",Alessandria,AL
Valmacca,"006178","982","6","0",Alessandria,AL
Vignale Monferrato,"006179","959","6","0",Alessandria,AL
Vignole Borbera,"006180","2061","6","0",Alessandria,AL
Viguzzolo,"006181","3111","6","0",Alessandria,AL
Villadeati,"006182","479","6","0",Alessandria,AL
Villalvernia,"006183","896","6","0",Alessandria,AL
Villamiroglio,"006184","300","6","0",Alessandria,AL
Villanova Monferrato,"006185","1804","6","0",Alessandria,AL
Villaromagnano,"006186","662","6","0",Alessandria,AL
Visone,"006187","1207","6","0",Alessandria,AL
Volpedo,"006188","1186","6","0",Alessandria,AL
Volpeglino,"006189","133","6","0",Alessandria,AL
Voltaggio,"006190","709","6","0",Alessandria,AL
Cassano Spinola,"006191","1867","6","0",Alessandria,AL
Alluvioni Piovera,"006192","1689","6","0",Alessandria,AL
Lu e Cuccaro Monferrato,"006193","1379","6","0",Alessandria,AL
Allein,"007001","209","7","0",Aosta,AO
Antey-Saint-André,"007002","553","7","0",Aosta,AO
Arnad,"007004","1243","7","0",Aosta,AO
Arvier,"007005","861","7","0",Aosta,AO
Avise,"007006","302","7","0",Aosta,AO
Ayas,"007007","1380","7","0",Aosta,AO
Aymavilles,"007008","2115","7","0",Aosta,AO
Bard,"007009","120","7","0",Aosta,AO
Pareto,"006125","539","6","0",Alessandria,AL
Parodi Ligure,"006126","641","6","0",Alessandria,AL
Pasturana,"006127","1271","6","0",Alessandria,AL
Pecetto di Valenza,"006128","1187","6","0",Alessandria,AL
Pietra Marazzi,"006129","895","6","0",Alessandria,AL
Pomaro Monferrato,"006131","334","6","0",Alessandria,AL
Pontecurone,"006132","3531","6","0",Alessandria,AL
Pontestura,"006133","1375","6","0",Alessandria,AL
Ponti,"006134","578","6","0",Alessandria,AL
Ponzano Monferrato,"006135","329","6","0",Alessandria,AL
Ponzone,"006136","1012","6","0",Alessandria,AL
Pozzol Groppo,"006137","296","6","0",Alessandria,AL
Pozzolo Formigaro,"006138","4612","6","0",Alessandria,AL
Prasco,"006139","486","6","0",Alessandria,AL
Predosa,"006140","1954","6","0",Alessandria,AL
Quargnento,"006141","1382","6","0",Alessandria,AL
Quattordio,"006142","1564","6","0",Alessandria,AL
Ricaldone,"006143","640","6","0",Alessandria,AL
Rivalta Bormida,"006144","1388","6","0",Alessandria,AL
Rivarone,"006145","402","6","0",Alessandria,AL
Roccaforte Ligure,"006146","125","6","0",Alessandria,AL
Rocca Grimalda,"006147","1484","6","0",Alessandria,AL
Rocchetta Ligure,"006148","215","6","0",Alessandria,AL
Ollomont,"007046","164","7","0",Aosta,AO
Oyace,"007047","212","7","0",Aosta,AO
Perloz,"007048","460","7","0",Aosta,AO
Pollein,"007049","1537","7","0",Aosta,AO
Pontboset,"007050","170","7","0",Aosta,AO
Pontey,"007051","794","7","0",Aosta,AO
Pont-Saint-Martin,"007052","3638","7","0",Aosta,AO
Pré-Saint-Didier,"007053","1020","7","0",Aosta,AO
Quart,"007054","4106","7","0",Aosta,AO
Rhêmes-Notre-Dame,"007055","84","7","0",Aosta,AO
Rhêmes-Saint-Georges,"007056","169","7","0",Aosta,AO
Roisan,"007057","1024","7","0",Aosta,AO
Saint-Christophe,"007058","3517","7","0",Aosta,AO
Saint-Denis,"007059","374","7","0",Aosta,AO
Saint-Marcel,"007060","1360","7","0",Aosta,AO
Saint-Nicolas,"007061","314","7","0",Aosta,AO
Saint-Oyen,"007062","200","7","0",Aosta,AO
Saint-Pierre,"007063","3228","7","0",Aosta,AO
Saint-Rhémy-en-Bosses,"007064","329","7","0",Aosta,AO
Saint-Vincent,"007065","4564","7","0",Aosta,AO
Sarre,"007066","4856","7","0",Aosta,AO
Torgnon,"007067","559","7","0",Aosta,AO
Valgrisenche,"007068","193","7","0",Aosta,AO
Valpelline,"007069","608","7","0",Aosta,AO
Valsavarenche,"007070","173","7","0",Aosta,AO
Valtournenche,"007071","2263","7","0",Aosta,AO
Verrayes,"007072","1276","7","0",Aosta,AO
Verrès,"007073","2632","7","0",Aosta,AO
Villeneuve,"007074","1250","7","0",Aosta,AO
Airole,"008001","370","8","0",Imperia,IM
Apricale,"008002","622","8","0",Imperia,IM
Aquila d'Arroscia,"008003","153","8","0",Imperia,IM
Armo,"008004","117","8","0",Imperia,IM
Aurigo,"008005","333","8","0",Imperia,IM
Badalucco,"008006","1094","8","0",Imperia,IM
Bajardo,"008007","341","8","0",Imperia,IM
Borghetto d'Arroscia,"008009","417","8","0",Imperia,IM
Borgomaro,"008010","835","8","0",Imperia,IM
Caravonica,"008012","265","8","0",Imperia,IM
Bionaz,"007010","223","7","0",Aosta,AO
Brissogne,"007011","946","7","0",Aosta,AO
Brusson,"007012","862","7","0",Aosta,AO
Challand-Saint-Anselme,"007013","751","7","0",Aosta,AO
Challand-Saint-Victor,"007014","535","7","0",Aosta,AO
Chambave,"007015","908","7","0",Aosta,AO
Chamois,"007016","96","7","0",Aosta,AO
Champdepraz,"007017","706","7","0",Aosta,AO
Champorcher,"007018","384","7","0",Aosta,AO
Charvensod,"007019","2401","7","0",Aosta,AO
Châtillon,"007020","4582","7","0",Aosta,AO
Cogne,"007021","1350","7","0",Aosta,AO
Courmayeur,"007022","2730","7","0",Aosta,AO
Donnas,"007023","2460","7","0",Aosta,AO
Doues,"007024","505","7","0",Aosta,AO
Emarèse,"007025","226","7","0",Aosta,AO
Etroubles,"007026","476","7","0",Aosta,AO
Fénis,"007027","1790","7","0",Aosta,AO
Fontainemore,"007028","430","7","0",Aosta,AO
Gaby,"007029","448","7","0",Aosta,AO
Gignod,"007030","1741","7","0",Aosta,AO
Gressan,"007031","3375","7","0",Aosta,AO
Gressoney-La-Trinité,"007032","314","7","0",Aosta,AO
Gressoney-Saint-Jean,"007033","795","7","0",Aosta,AO
Hône,"007034","1172","7","0",Aosta,AO
Introd,"007035","652","7","0",Aosta,AO
Issime,"007036","405","7","0",Aosta,AO
Issogne,"007037","1368","7","0",Aosta,AO
Jovençan,"007038","708","7","0",Aosta,AO
La Magdeleine,"007039","107","7","0",Aosta,AO
La Salle,"007040","2040","7","0",Aosta,AO
La Thuile,"007041","797","7","0",Aosta,AO
Lillianes,"007042","444","7","0",Aosta,AO
Montjovet,"007043","1771","7","0",Aosta,AO
Morgex,"007044","2123","7","0",Aosta,AO
Nus,"007045","2971","7","0",Aosta,AO
Gorreto,"010026","85","10","0",Genova,GE
Isola del Cantone,"010027","1445","10","0",Genova,GE
Leivi,"010029","2389","10","0",Genova,GE
Bubbiano,"015035","2438","15","0",Milano,MI
Buscate,"015038","4648","15","0",Milano,MI
Calvignasco,"015042","1225","15","0",Milano,MI
Carpiano,"015050","4168","15","0",Milano,MI
Casarile,"015055","4033","15","0",Milano,MI
Cassinetta di Lugagnano,"015061","1856","15","0",Milano,MI
Idro,"017082","1899","17","0",Brescia,BS
Incudine,"017083","357","17","0",Brescia,BS
Irma,"017084","128","17","0",Brescia,BS
Isorella,"017086","4126","17","0",Brescia,BS
Lavenone,"017087","515","17","0",Brescia,BS
Limone sul Garda,"017089","1142","17","0",Brescia,BS
Lodrino,"017090","1666","17","0",Brescia,BS
Lograto,"017091","3842","17","0",Brescia,BS
Lorsica,"010030","422","10","0",Genova,GE
Lumarzo,"010031","1504","10","0",Genova,GE
Masone,"010032","3593","10","0",Genova,GE
Mele,"010033","2641","10","0",Genova,GE
Mezzanego,"010034","1488","10","0",Genova,GE
Mignanego,"010035","3557","10","0",Genova,GE
Moconesi,"010036","2468","10","0",Genova,GE
Moneglia,"010037","2684","10","0",Genova,GE
Montebruno,"010038","225","10","0",Genova,GE
Montoggio,"010039","2022","10","0",Genova,GE
Carate Urio,"013044","1144","13","0",Como,CO
Carbonate,"013045","2956","13","0",Como,CO
Carimate,"013046","4491","13","0",Como,CO
Carlazzo,"013047","3187","13","0",Como,CO
Caslino d'Erba,"013052","1665","13","0",Como,CO
Casnate con Bernate,"013053","4984","13","0",Como,CO
Cassina Rizzardi,"013055","3373","13","0",Como,CO
Castelmarte,"013058","1257","13","0",Como,CO
Castelnuovo Bozzente,"013059","907","13","0",Como,CO
Cavargna,"013062","203","13","0",Como,CO
Cerano d'Intelvi,"013063","545","13","0",Como,CO
Cirimido,"013068","2135","13","0",Como,CO
Claino con Osteno,"013071","568","13","0",Como,CO
Colonno,"013074","499","13","0",Como,CO
Misano di Gera d'Adda,"016135","2974","16","0",Bergamo,BG
Moio de' Calvi,"016136","207","16","0",Bergamo,BG
Monasterolo del Castello,"016137","1165","16","0",Bergamo,BG
Montello,"016139","3313","16","0",Bergamo,BG
Morengo,"016140","2511","16","0",Bergamo,BG
Mornico al Serio,"016141","2968","16","0",Bergamo,BG
Mozzanica,"016142","4500","16","0",Bergamo,BG
Olmo al Brembo,"016145","494","16","0",Bergamo,BG
Oltre il Colle,"016146","990","16","0",Bergamo,BG
Oltressenda Alta,"016147","146","16","0",Bergamo,BG
Oneta,"016148","583","16","0",Bergamo,BG
Onore,"016149","907","16","0",Bergamo,BG
Orio al Serio,"016150","1706","16","0",Bergamo,BG
Cisliano,"015078","4876","15","0",Milano,MI
Colturano,"015082","2064","15","0",Milano,MI
Cusago,"015097","4263","15","0",Milano,MI
Dresano,"015101","3012","15","0",Milano,MI
Ne,"010040","2203","10","0",Genova,GE
Neirone,"010041","841","10","0",Genova,GE
Orero,"010042","527","10","0",Genova,GE
Pieve Ligure,"010043","2485","10","0",Genova,GE
Portofino,"010044","377","10","0",Genova,GE
Propata,"010045","137","10","0",Genova,GE
Rezzoaglio,"010048","949","10","0",Genova,GE
Ronco Scrivia,"010049","4219","10","0",Genova,GE
Corrido,"013077","825","13","0",Como,CO
Cremia,"013083","674","13","0",Como,CO
Cucciago,"013084","3495","13","0",Como,CO
Cusino,"013085","224","13","0",Como,CO
Dizzasco,"013087","607","13","0",Como,CO
Domaso,"013089","1482","13","0",Como,CO
Dongo,"013090","3289","13","0",Como,CO
Dosso del Liro,"013092","248","13","0",Como,CO
Eupilio,"013097","2618","13","0",Como,CO
Faggeto Lario,"013098","1162","13","0",Como,CO
Faloppio,"013099","4780","13","0",Como,CO
Fenegrò,"013100","3227","13","0",Como,CO
Ornica,"016151","147","16","0",Bergamo,BG
Pagazzano,"016154","2118","16","0",Bergamo,BG
Paladina,"016155","4049","16","0",Bergamo,BG
Palazzago,"016156","4487","16","0",Bergamo,BG
Parre,"016158","2711","16","0",Bergamo,BG
Parzanica,"016159","357","16","0",Bergamo,BG
Peia,"016161","1777","16","0",Bergamo,BG
Pianico,"016162","1461","16","0",Bergamo,BG
Piario,"016163","1065","16","0",Bergamo,BG
Piazza Brembana,"016164","1205","16","0",Bergamo,BG
Piazzatorre,"016165","394","16","0",Bergamo,BG
Piazzolo,"016166","89","16","0",Bergamo,BG
Pognano,"016167","1602","16","0",Bergamo,BG
Ponte Nossa,"016168","1770","16","0",Bergamo,BG
Casalgrasso,"004045","1418","4","0",Cuneo,CN
Castagnito,"004046","2207","4","0",Cuneo,CN
Casteldelfino,"004047","155","4","0",Cuneo,CN
Castelletto Stura,"004049","1374","4","0",Cuneo,CN
Castelletto Uzzone,"004050","317","4","0",Cuneo,CN
Castellinaldo d'Alba,"004051","904","4","0",Cuneo,CN
Castellino Tanaro,"004052","296","4","0",Cuneo,CN
Castelmagno,"004053","59","4","0",Cuneo,CN
Castelnuovo di Ceva,"004054","107","4","0",Cuneo,CN
Castiglione Falletto,"004055","698","4","0",Cuneo,CN
Castiglione Tinella,"004056","839","4","0",Cuneo,CN
Castino,"004057","477","4","0",Cuneo,CN
Cavallerleone,"004058","665","4","0",Cuneo,CN
Celle di Macra,"004060","86","4","0",Cuneo,CN
Ceresole Alba,"004062","2031","4","0",Cuneo,CN
Cerretto Langhe,"004063","420","4","0",Cuneo,CN
Cervere,"004065","2240","4","0",Cuneo,CN
Chiusa di Pesio,"004068","3622","4","0",Cuneo,CN
Cigliè,"004069","181","4","0",Cuneo,CN
Cissone,"004070","86","4","0",Cuneo,CN
Clavesana,"004071","809","4","0",Cuneo,CN
Corneliano d'Alba,"004072","2166","4","0",Cuneo,CN
Cortemilia,"004073","2269","4","0",Cuneo,CN
Cossano Belbo,"004074","940","4","0",Cuneo,CN
Costigliole Saluzzo,"004075","3318","4","0",Cuneo,CN
Cravanzana,"004076","373","4","0",Cuneo,CN
Crissolo,"004077","158","4","0",Cuneo,CN
Demonte,"004079","1914","4","0",Cuneo,CN
Diano d'Alba,"004080","3638","4","0",Cuneo,CN
Dogliani,"004081","4677","4","0",Cuneo,CN
Elva,"004083","89","4","0",Cuneo,CN
Entracque,"004084","847","4","0",Cuneo,CN
Acceglio,"004001","156","4","0",Cuneo,CN
Aisone,"004002","216","4","0",Cuneo,CN
Albaretto della Torre,"004004","231","4","0",Cuneo,CN
Alto,"004005","137","4","0",Cuneo,CN
Argentera,"004006","76","4","0",Cuneo,CN
Arguello,"004007","200","4","0",Cuneo,CN
Bagnasco,"004008","1017","4","0",Cuneo,CN
Baldissero d'Alba,"004010","1066","4","0",Cuneo,CN
Barbaresco,"004011","615","4","0",Cuneo,CN
Barolo,"004013","680","4","0",Cuneo,CN
Bastia Mondovì,"004014","643","4","0",Cuneo,CN
Battifollo,"004015","219","4","0",Cuneo,CN
Beinette,"004016","3461","4","0",Cuneo,CN
Bellino,"004017","101","4","0",Cuneo,CN
Belvedere Langhe,"004018","352","4","0",Cuneo,CN
Bene Vagienna,"004019","3663","4","0",Cuneo,CN
Benevello,"004020","481","4","0",Cuneo,CN
Bergolo,"004021","56","4","0",Cuneo,CN
Bernezzo,"004022","4170","4","0",Cuneo,CN
