PRO_COM_T,Abitanti
060078,1367
060079,4826
060080,1798
060081,1638
060082,2523
060083,908
060084,1480
060085,20395
060086,746
060087,2159
060088,1212
060089,2574
060090,1699
060091,308
061001,1333
061002,7555
061003,4714
061004,5381
061005,51925
061006,2089
061007,6106
061008,1833
061009,5350
061010,5611
061011,1989
061012,5694
061013,10232
061014,1539
061015,18141
061016,7083
061017,7561
061018,13502
061019,21613
061020,9756
061021,8537
061022,74450
061023,1507
061024,1121
061025,1425
061026,3738
061027,26735
061028,4987
061029,9328
061030,389
061031,1193
061032,6951
061033,2081
061034,785
061035,1435
061036,4721
061037,9209
061038,540
061039,2059
061040,660
061041,3469
061042,7000
061043,12649
061044,666
061045,1104
061046,15890
061047,10256
061048,38219
061049,39423
061050,2127
061051,3074
061052,29808
061053,27419
061054,11943
061055,3015
061056,2256
061057,10689
061058,4604
061059,2912
061060,5830
061061,1626
061062,7828
061063,1436
061064,1491
061065,1789
061066,1265
061067,7820
061068,2330
061069,3088
061070,3340
061071,843
061072,455
061073,1729
061074,13699
061075,17245
061076,912
061077,14517
061078,22634
061079,883
061080,1959
061081,12293
061082,14185
061083,32802
061084,2597
061085,5787
061086,2193
061087,14993
061088,21036
061089,7332
061090,8681
061091,11952
061092,14637
061093,839
061094,20201
061095,6543
061096,804
061097,2697
061098,7359
061099,12366
061100,7634
061101,3492
061102,8048
061103,6968
061104,6632
062001,8204
062002,2702
062003,5537
062004,2588
062005,2000
062006,738
062007,2223
062008,58794
062009,1381
062010,2088
062011,1633
062012,2596
062013,999
062014,1603
062015,1289
062016,863
062017,1407
062018,1172
062019,2644
062020,1094
062021,1981
062022,3285
062023,3747
062024,2263
062025,2321
062026,3959
062027,2751
062028,2173
062029,3545
062030,3240
062031,1396
062032,1219
062033,999
062034,1772
062035,2206
062036,439
062037,4807
062038,4140
062039,1787
062040,4129
062041,1537
062042,1398
062043,13390
062044,4752
062045,3826
062046,2367
062047,2106
062048,2072
062049,1663
062050,1922
062051,516
062052,3008
062053,2512
062054,2082
062055,1360
062056,1153
062057,4573
062058,9992
062059,2923
062060,3021
062061,2188
062062,2036
062063,736
062064,3170
062065,1204
062066,870
062067,3650
062068,3985
062069,869
062070,10849
062071,4310
062072,641
062073,3679
062074,7781
062075,1464
062076,3375
062077,2865
062078,521
063001,59525
063002,64354
063003,7743
063004,7042
063005,33801
063006,26112
063007,10062
063008,27228
063009,10129
063010,16192
063011,37454
063012,12236
063013,5226
063014,7132
063015,2498
063016,22322
063017,48697
063018,3213
063019,8053
063020,13923
063021,18632
063022,3791
063023,76205
063024,65300
063025,7957
063026,17656
063027,12781
063028,7147
063029,1744
063030,12167
063031,18028
063032,29524
063033,16056
063034,125058
063035,28821
063036,17777
063037,20245
063038,4769
063039,6192
063040,1563
063041,59576
063042,7956
063043,29744
063044,14308
063045,37690
063046,7953
063047,12565
063048,35233
063049,962589
063050,34450
063051,23669
063052,16255
063053,12883
063054,6004
063055,22193
063056,13364
063057,40318
063058,24981
063059,53724
063060,80074
063061,10414
063062,25706
063063,41180
063064,52273
063065,6888
063066,12173
063067,44564
063068,31341
063069,3383
063070,8955
063071,8912
063072,27164
063073,33691
063074,19654
063075,6497
063076,16338
063077,6129
063078,3110
063079,34902
063080,16183
063081,8781
063082,17824
063083,41787
063084,83987
063085,3574
063086,20748
063087,31218
063088,4362
063089,25331
063090,11834
063091,8876
063092,5242
064001,4034
064002,4123
064003,1765
064004,1580
064005,21995
064006,10789
064007,7688
064008,53640
064009,3111
064010,4616
064011,3719
064012,2320
064013,297
064014,2314
064015,4453
064016,1105
064017,3370
064018,2340
064019,1357
064020,1693
064021,918
064022,1096
064023,1924
064024,1564
064025,9300
064026,2631
064027,459
064028,2178
064029,3013
064030,1301
064031,1862
064032,2856
064033,2968
064034,5268
064035,3541
064036,3418
064037,627
064038,7921
064039,1893
064040,1599
064041,2170
064042,1491
064043,3429
064044,6130
064045,1127
064046,3147
064047,1671
064048,1874
064049,12118
064050,7397
064051,373
064052,3502
064053,3235
064054,11684
064055,2166
064056,1260
064057,7563
064058,2741
064059,5175
064060,740
064063,1188
064064,1634
064065,5169
064066,4068
064067,2150
064068,1761
064069,646
064070,2272
064071,289
064072,2167
064073,1473
064074,2911
064075,3735
064076,1881
064077,1906
064078,2341
064079,818
064080,3585
064081,741
064082,1137
064083,4884
064084,2488
064085,760
064086,1558
064087,1567
064088,1386
064089,1381
064090,748
064091,740
064092,4080
064093,1257
064095,2108
064096,1087
064097,1126
064098,770
064099,7010
064100,2841
064101,12388
064102,571
064103,3763
064104,3011
064105,1525
064106,1513
064107,2277
064108,1459
064109,2022
064110,1251
064111,483
064112,908
064113,831
064114,2620
064115,1279
064116,2458
064117,930
064118,1553
064119,3125
064120,1037
064121,19620
065001,2613
065002,21983
065003,6411
065004,989
065005,7061
065006,5004
065007,34340
065008,1423
065009,5949
065010,2417
065011,837
065012,2217
065013,17234
065014,50780
065015,746
065016,5481
065017,4778
065018,2509
065019,2651
065020,1456
065021,7204
065022,17109
065023,368
065024,1009
065025,22990
065026,1143
065027,1346
065028,5468
065029,1894
065030,1564
065031,8956
065032,2840
065033,602
065034,13695
065035,2313
065036,1325
065037,52564
065038,1804
065039,5087
065040,2301
065041,2061
065042,1208
065043,3521
065044,675
065045,806
065046,3312
065047,2525
065048,528
065049,555
065050,39442
065051,1213
065052,13878
065053,747
065054,1126
065055,5043
065056,11835
065057,1190
065058,1306
065059,1001
065060,1191
065061,1376
065062,745
065063,1378
065064,1033
065065,644
065066,5514
065067,22190
065068,2679
065069,1874
065070,1912
065071,2631
065072,11086
065073,12525
065074,536
065075,1507
065076,6439
065077,623
065078,45445
065079,24264
065080,2321
065081,2270
065082,6703
065083,3702
065084,1646
065085,1022
065086,644
065087,5308
065088,35404
065089,3904
065090,11118
065091,1767
065092,876
065093,670
065094,1083
065095,1231
065096,2555
065097,5264
065098,2284
065099,26390
065100,3854
065101,2048
065102,2020
065103,1063
065104,2469
065105,1102
065106,7036
065107,1628
065108,8923
065109,1458
065110,377
065111,679
065112,791
065113,454
065114,12116
065115,1929
065116,132702
065117,508
065118,6601
065119,3719
065120,4089
065121,2702
065122,10533
065123,868
065124,549
065125,1689
065126,1680
065127,3243
065128,546
065129,2771
065130,8852
065131,414
065132,11016
065133,2477
065134,6614
065135,31262
065136,4868
065137,49997
065138,1522
065139,292
065140,3877
065141,1244
065142,9677
065143,3268
065144,689
065145,802
065146,7616
065147,1850
065148,1233
065149,2062
065150,498
065151,4131
065152,1600
065153,225
065154,8290
065155,1617
065156,3268
065157,7562
065158,13622
066001,312
066002,1469
066003,917
066004,325
066005,1120
066006,42276
066007,3379
066008,638
066009,1712
066010,713
066011,209
066012,1077
066013,1260
066014,136
066015,779
066016,487
066017,967
066018,240
066019,874
066020,5038
066021,637
066022,209
066023,554
066024,86
066025,5245
066026,444
066027,303
066028,6707
066029,1073
066030,127
066031,870
066032,10764
066033,1571
066034,966
066035,283
066036,3144
066037,212
066038,871
066039,1148
066040,217
066041,1012
066042,380
066043,310
066044,704
066045,251
066046,1742
066047,526
066048,2059
066049,69710
066050,1587
066051,6102
066052,910
066053,3601
066054,1409
066055,370
066056,2329
066057,1388
066058,531
066059,1126
066060,445
066061,393
066062,1272
066063,451
066064,1778
066065,1196
066066,1129
066067,656
066068,2126
066069,3949
066070,1134
066071,1411
066072,4344
066073,1063
066074,463
066075,7425
066076,919
066077,2707
066078,673
066079,634
066080,858
066081,480
066082,1434
066083,180
066084,1604
066085,3850
066086,95
066087,1931
066088,669
066089,1145
066090,380
066091,115
066092,2215
066093,1762
066094,544
066095,3812
066096,2781
066097,331
066098,23326
066099,6607
066100,285
066101,3024
066102,6072
066103,529
066104,93
066105,462
066106,870
066107,617
066108,846
067001,12731
067002,1855
067003,798
067004,10482
067005,2362
067006,6960
067007,1798
067008,6942
067009,1831
067010,457
067011,7615
067012,1025
067013,2185
067014,1435
067015,2400
067016,1576
067017,4787
067018,2160
067019,3660
067020,2302
067021,5150
067022,606
067023,1169
067024,272
067025,23811
067026,4621
067027,983
067028,7863
067029,3603
067030,9239
067031,5399
067032,6635
067033,1708
067034,240
067035,14923
067036,497
067037,26090
067038,9872
067039,5271
067040,15649
067041,53819
067042,1552
067043,2572
067044,12004
067045,1289
067046,903
067047,16311
068001,365
068002,3458
068003,1066
068004,268
068005,2405
068006,4032
068007,1890
068008,597
068009,766
068010,1280
068011,10998
068012,15007
068013,1217
068014,1702
068015,6061
068016,225
068017,1414
068018,1673
068019,1418
068020,2817
068021,7298
068022,6886
068023,940
068024,54362
068025,3146
068026,1813
068027,12004
068028,119800
068029,486
068030,8577
068031,1327
068032,467
068033,4880
068034,937
068035,3998
068036,282
068037,257
068038,1904
068039,3599
068040,539
068041,19226
068042,2488
068043,2994
068044,811
068045,383
068046,615
069001,3119
069002,2097
069003,1108
069004,1116
069005,10567
069006,756
069007,322
069008,5073
069009,81
069010,1306
069011,549
069012,631
069013,1234
069014,867
069015,5972
069016,3051
069017,5466
069018,4371
069019,344
069020,1627
069021,846
069022,50285
069023,310
069024,807
069025,171
069026,449
069027,2769
069028,4833
069029,326
069030,1977
069031,1324
069032,883
069033,6302
069034,291
069035,26110
069036,927
069037,1685
069038,870
069039,294
069040,1311
069041,2642
069042,1198
069043,8820
069044,420
069045,1134
069046,34855
069047,656
069048,329
069049,678
069050,4776
069051,907
069052,118
069053,82
069054,640
069055,2428
069056,2458
069057,3746
069058,22787
069059,4208
069060,1292
069061,843
069062,976
069063,219
069064,445
069065,1564
069066,1006
069067,835
069068,2131
069069,871
069070,747
069071,1258
069072,4060
069073,1635
069074,2301
069075,1143
069076,1229
069077,94
069078,218
069079,911
069080,149
069081,14330
069082,897
069083,19968
069084,2074
069085,2357
069086,5320
069087,3127
069088,732
069089,352
069090,4031
069091,3006
069092,1726
069093,776
069094,4222
069095,1252
069096,1689
069097,376
069098,1609
069099,41406
069100,916
069101,2260
069102,1276
069103,131
069104,120
070001,605
070002,2582
070003,7829
070004,1291
070005,1189
070006,49028
070007,623
070008,2441
070009,826
070010,7837
070011,1988
070012,509
070013,264
070014,511
070015,1384
070016,897
070017,3675
070018,623
070019,341
070020,768
070021,1779
070022,393
070023,3260
070024,1241
070025,1342
070026,767
070027,980
070028,734
070029,5130
070030,1731
070031,6606
070032,718
070033,630
070034,451
070035,515
070036,1152
070037,1071
070038,2123
070039,158
070040,488
070041,1035
070042,1274
070043,1456
070044,332
070045,327
070046,6312
070047,392
070048,564
070049,1656
070050,1648
070051,3724
070052,1100
070053,1281
070054,220
070055,2406
070056,105
070057,5068
070058,479
070059,3060
070060,658
070061,1165
070062,641
070063,149
070064,592
070065,1385
070066,531
070067,950
070068,1031
070069,4694
070070,819
070071,471
070072,4199
070073,340
070074,1679
070075,1833
070076,1219
070077,640
070078,33410
070079,727
070080,1328
070081,4570
070082,832
070083,2578
070084,3319
071001,2277
071002,902
071003,1185
071004,13035
071005,6102
071006,2696
071007,3138
071008,6994
071009,2732
071010,6573
071011,916
071012,4008
071013,1434
071014,1763
071015,2097
071016,1253
071017,1359
071018,1485
071019,164
071020,58450
071021,1618
071022,3671
071023,614
071024,149904
071025,4373
071026,458
071027,6302
071028,32506
071029,55917
071031,6171
071032,977
071033,11969
071034,682
071035,2604
071036,17333
071037,740
071038,4431
071039,2612
071040,2609
071041,1958
071042,1767
071043,3571
071044,1054
071046,27011
071047,13237
071048,925
071049,14778
071050,5685
071051,51818
071052,1886
071053,3806
071054,5721
071055,5252
071056,17012
071058,6985
071059,7588
071060,13859
071061,397
071062,1656
071063,2869
071064,3421
072001,20446
072002,16865
072003,10621
072004,70563
072006,322316
072008,2214
072010,11923
072011,54443
072012,11296
072014,15574
072015,19854
072016,14881
072017,19562
072018,5794
072019,26122
072020,48019
072021,27418
072022,19887
072023,43578
072024,12505
072025,14189
072027,37667
072028,25140
072029,59044
072030,48819
072031,18853
072032,26253
072033,21215
072034,1352
072035,17861
072036,26508
072037,18584
072038,25090
072039,6221
072040,9806
072041,26246
072043,26546
072044,8234
072046,26993
072047,12994
072048,17750
073001,6505
073002,6780
073003,16721
073004,13403
073005,3470
073006,5134
073007,22226
073008,31635
073009,15067
073010,8093
073011,9789
073012,30895
073013,48269
073014,5261
073015,32642
073016,5499
073017,3736
073018,2340
073019,15752
073020,7777
073021,15954
073022,11382
073023,1806
073024,14789
073025,9087
073026,15814
073027,195227
073028,4190
073029,13529
074001,85881
074002,17213
074003,19501
074004,6392
074005,11470
074006,8475
074007,39566
074008,35935
074009,14073
074010,26465
074011,14950
074012,31083
074013,6376
074014,6279
074015,9655
074016,13394
074017,18881
074018,5318
074019,10368
074020,9181
075002,6281
075003,5609
075004,6614
075005,4726
075006,9152
075007,4006
075008,1815
075009,2694
075010,6907
075011,10159
075012,1675
075013,2395
075014,11942
075015,3726
075016,19802
075017,2821
075018,3829
075019,5235
075020,12765
075021,5819
075022,23653
075023,5719
075024,5327
075025,4037
075026,8866
075027,2903
075028,5075
075029,26458
075030,15326
075031,20182
075032,1155
075033,1948
075034,5570
075035,96534
075036,8704
075037,13956
075038,12001
075039,14040
075040,8953
075041,1630
075042,11279
075043,10001
075044,6994
075045,2208
075046,3426
075047,3559
075048,13779
075049,2646
075050,3178
075051,4890
075052,31276
075053,5112
075054,2215
075055,7773
075056,2317
075057,5851
075058,1433
075059,8856
075060,1655
075061,5936
075063,10886
075064,9625
075065,8102
075066,4555
075067,1477
075068,8059
075069,5609
075070,5783
075071,3508
075072,2983
075073,6856
075074,1858
075075,3984
075076,5341
075077,4722
075078,3580
075079,13898
075080,2218
075081,4296
075082,1592
075083,14944
075084,11658
075085,11805
075086,2865
075087,14315
075088,17340
075089,5197
075090,12360
075091,4361
075092,13697
075093,6966
075094,1904
075095,1993
075096,2344
075097,6293
075098,9755
076001,1379
076002,2268
076003,1381
076004,1597
076005,580
076006,3812
076007,11081
076008,1794
076009,1284
076010,2580
076011,2746
076012,4916
076013,3967
076014,854
076015,1851
076016,365
076017,754
076018,1215
076019,567
076020,228
076021,876
076022,1993
076023,749
076024,756
076025,1271
076026,966
076027,589
076028,1868
076029,2461
076030,1329
076031,577
076032,2837
076033,1959
076034,4132
076035,842
076036,5566
076037,1654
076038,537
076039,5310
076040,4288
076041,1681
076042,12393
076043,13371
076044,4995
076045,4048
076046,5583
076047,1570
076048,17592
076049,539
076050,3771
076051,1510
076052,1160
076053,5200
076054,1424
076055,787
076056,3685
076057,4690
076058,1787
076059,5758
076060,3992
076061,958
076062,6887
076063,66459
076064,4289
076065,913
076066,12940
076067,1651
076068,2674
076069,1413
076070,3389
076071,3465
076072,1035
076073,1264
076074,966
076075,643
076076,2785
076077,705
076078,1462
076079,1376
076080,6206
076081,1423
076082,795
076083,2291
076084,1065
076085,6863
076086,1401
076087,568
076088,1116
076089,7283
076090,3140
076091,2992
076092,2222
076093,617
076094,1942
076095,11478
076096,2773
076097,2867
076098,3357
076099,724
076100,3224
077001,1718
077002,907
077003,12115
077004,685
077005,310
077006,1131
077007,668
077008,8308
077009,1025
077010,911
077011,4978
077012,2149
077013,4632
077014,60411
077015,2447
077016,6988
077017,9616
077018,6723
077019,381
077020,17432
077021,17888
077022,4001
077023,2541
077024,2653
077025,1112
077026,1405
077027,3914
077028,5013
077029,4901
077030,1423
077031,7612
078001,1064
078002,1803
078003,19949
078004,1607
078005,767
078006,1243
078007,384
078008,684
078009,4320
078010,14075
078011,2854
078012,2690
078013,1916
078014,914
078015,9266
078016,1257
078017,10147
078018,1181
078019,2733
078020,2145
078021,1338
078022,1172
078023,1629
078024,680
078025,7957
078026,3280
078027,226
078029,17761
078030,2874
078031,9610
078032,252
078033,21619
078034,2770
078035,483
078036,2337
078037,3047
078038,810
078039,1315
078040,9850
078041,872
078042,1235
078043,1182
078045,66457
078046,1032
078047,9963
078048,5238
078049,4319
078050,935
078051,3695
078052,1384
078053,1152
078054,1973
078055,2889
078056,2870
078057,1979
078058,8168
078059,1618
078060,2227
078061,1802
078062,2458
078063,1828
078064,791
078065,909
078066,3931
078067,2302
078068,2875
078069,2364
078070,9095
078071,1198
078072,753
078073,1751
078074,2715
078075,1904
078076,3436
078077,3129
078078,967
078079,9451
078080,1530
078081,20454
078082,1706
078083,4262
078084,2798
078085,1151
078086,354
078087,1993
078088,1198
078089,1031
078090,316
078091,15505
078092,665
078093,2108
078094,1383
078096,807
078097,1411
078098,1215
078099,1066
078100,683
078101,6634
078102,36250
078103,3312
078104,7127
078105,5637
078106,4354
078107,1916
078109,1060
078110,3143
078111,1019
078112,1464
078113,601
078114,3282
078115,1235
078116,2601
078117,1269
078118,1364
078119,16671
078120,574
078121,3204
078122,6223
078123,7412
078124,985
078125,1973
078126,506
078127,3573
078128,2098
078129,1192
078130,1200
078131,1786
078132,5024
078133,2407
078134,1691
078135,2115
078136,3615
078137,895
078138,11363
078139,1177
078140,511
078142,6919
078143,4399
078145,1948
078146,4922
078147,675
078148,4543
078149,6113
078150,8908
078152,1086
078153,2819
078154,5500
078155,2666
078156,9836
078157,77096
079002,870
079003,1773
079004,796
079005,690
079007,482
079008,2912
079009,1271
079011,7473
079012,5190
079017,1793
079018,1975
079020,1467
079023,88313
079024,518
079025,378
079027,1152
079029,5362
079030,909
079033,1352
079034,1976
079036,4790
079039,6676
079042,5506
079043,3039
079047,3907
079048,2014
079052,581
079055,447
079056,2036
079058,3167
079059,5771
079060,5240
079061,4410
079063,1554
079065,596
079068,1167
079069,4643
079071,406
079072,2213
079073,857
079074,1016
079077,725
079080,1751
079081,5602
079083,811
079087,4760
079088,517
079089,1157
079092,1968
079094,1054
079095,2538
079096,2608
079099,2019
079108,719
079110,1496
079114,4011
079115,1585
079116,1395
079117,2099
079118,1809
079122,1689
079123,3440
079126,512
079127,7698
079129,3039
079130,4436
079131,3137
079133,4708
079134,792
079137,8981
079138,2971
079139,1508
079142,3629
079143,2388
079146,2562
079147,3746
079148,972
079151,1618
079157,1526
079160,70187
080001,2899
080002,498
080003,2102
080004,1248
080005,5028
080006,977
080007,9883
080008,2515
080009,4151
080010,1257
080011,410
080012,8906
080013,4205
080014,3460
080015,1104
080016,820
080017,745
080018,4521
080019,421
080020,686
080021,483
080022,1464
080023,2203
080024,727
080025,7091
080026,551
080027,6442
080028,10096
080029,4910
080030,832
080031,3232
080032,1596
080033,766
080034,890
080035,1572
080036,2501
080037,1720
080038,20003
080039,7045
080040,3030
080041,395
080042,4907
080043,12269
080044,2648
080045,6477
080046,1419
080047,510
080048,863
080049,4982
080050,10941
080051,2392
080052,3627
080053,5970
080054,5937
080055,5123
080056,2313
080057,18505
080058,520
080059,1111
080060,3768
080061,10212
080062,1114
080063,178760
080064,2142
080065,7731
080066,404
080067,6386
080068,972
080069,14978
080070,763
080071,3023
080072,435
080073,2480
080074,3633
080075,1085
080076,526
080077,1627
080078,818
080079,583
080080,320
080081,3899
080082,1406
080083,1220
080084,881
080085,4798
080086,2609
080087,813
080088,18127
080089,1955
080090,212
080091,1318
080092,2499
080093,15280
080094,483
080095,2050
080096,13368
080097,4701
081001,45406
081002,2855
081003,6459
081004,11607
081005,15072
081006,30783
081007,5461
081008,27046
081009,4313
081010,3931
081011,82456
081012,51573
081013,11148
081014,7683
081015,10324
081016,1454
081017,1615
081018,10378
081019,4955
081020,4818
081021,67141
081022,11852
081023,1897
081024,8150
082001,3510
082002,1915
082003,1138
082004,8376
082005,10015
082006,54620
082007,6415
082008,1915
082009,11144
082010,4321
082011,4138
082012,1295
082013,7338
082014,7997
082015,3768
082016,473
082017,7667
082018,1209
082019,3135
082020,11577
082021,39185
082022,8485
082023,11682
082024,3200
082025,2944
082026,997
082027,14155
082028,5079
082029,2682
082030,3560
082031,12240
082032,3858
082033,1608
082034,10855
082035,13050
082036,6464
082037,1765
082038,2306
082039,1802
082040,1122
082041,905
082042,1418
082043,7099
082044,3647
082045,6626
082046,6393
082047,2797
082048,29292
082049,38963
082050,6015
082051,3151
082052,1928
082053,657960
082054,31569
082055,3120
082056,2593
082057,5924
082058,3112
082059,2891
082060,4508
082061,1429
082062,2385
082063,5212
082064,8375
082065,1470
082066,997
082067,11181
082068,2674
082069,397
082070,25889
082071,12676
082072,4319
082073,10396
082074,3102
082075,1302
082076,3400
082077,1869
082078,2559
082079,19965
082080,3271
082081,613
082082,931
083001,1812
083002,710
083003,2446
083004,860
083005,41004
083006,577
083007,5829
083008,2977
083009,13249
083010,4419
083011,3136
083012,763
083013,1250
083014,2965
083015,1094
083016,2336
083017,2257
083018,483
083019,2729
083020,1376
083021,1332
083022,456
083023,1021
083024,889
083025,3725
083026,621
083027,3230
083028,3848
083029,3181
083030,2408
083031,342
083032,9337
083033,6880
083034,1455
083035,1657
083036,1568
083037,689
083038,2846
083039,1619
083040,746
083041,12836
083042,1374
083043,987
083044,663
083045,557
083046,1473
083047,2359
083048,229565
083049,30860
083050,1245
083051,927
083052,4554
083053,687
083054,2634
083055,564
083056,1489
083057,2118
083058,819
083059,685
083060,3623
083061,3628
083062,1251
083063,2105
083064,6209
083065,1139
083066,13066
083067,1274
083068,3868
083069,924
083070,749
083071,187
083072,4073
083073,1056
083074,597
083075,1986
083076,6537
083077,6907
083078,3466
083079,1864
083080,2706
083081,2723
083082,1219
083083,894
083084,12209
083085,1508
083086,4543
083087,875
083088,2912
083089,9421
083090,1313
083091,4575
083092,3820
083093,1732
083094,1958
083095,2601
083096,4827
083097,10844
083098,7358
083099,6045
083100,818
083101,2718
083102,969
083103,1298
083104,4008
083105,8367
083106,7366
083107,5577
083108,4490
084001,58273
084002,2717
084003,9195
084004,3438
084005,2586
084006,1270
084007,3420
084008,2012
084009,6048
084010,9616
084011,35530
084012,7738
084013,2786
084014,3491
084015,3322
084016,896
084017,31751
084018,5466
084019,1151
084020,6494
084021,36113
084022,1752
084023,12262
084024,2484
084025,2876
084026,7346
084027,22262
084028,16300
084029,7943
084030,12550
084031,11108
084032,4485
084033,18492
084034,5680
084035,3088
084036,7816
084037,2267
084038,6257
084039,1241
084040,4337
084041,40068
084042,4313
084043,1371
085001,918
085002,526
085003,4411
085004,61331
085005,2854
085006,4106
085007,74075
085008,1737
085009,11445
085010,2888
085011,1462
085012,10262
085013,26274
085014,1862
085015,11110
085016,21859
085017,5039
085018,5792
085019,6672
085020,1299
085021,3331
085022,1526
086001,8017
086002,4674
086003,5016
086004,12580
086005,4309
086006,4636
086007,5272
086008,1916
086009,26658
086010,3460
086011,12858
086012,13217
086013,2958
086014,21439
086015,6631
086016,6993
086017,712
086018,8952
086019,7424
086020,4646
087001,3542
087002,18310
087003,28856
087004,51876
087005,18163
087006,35211
087007,28072
087008,23668
087009,18702
087010,5192
087011,37355
087012,5174
087013,4448
087014,3082
087015,311402
087016,9347
087017,27417
087018,13145
087019,25740
087020,3005
087021,5199
087022,3697
087023,14429
087024,32042
087025,7062
087026,1041
087027,5251
087028,4577
087029,50171
087030,12241
087031,7551
087032,16298
087033,47186
087034,14822
087035,4078
087036,2979
087037,10765
087038,10591
087039,14504
087040,2582
087041,23691
087042,11728
087043,3136
087044,8196
087045,9543
087046,1560
087047,7581
087048,8547
087049,16701
087050,11181
087051,20261
087052,7942
087053,8848
087054,5959
087055,9521
087056,3997
087057,3762
087058,4047
088001,11486
088002,8084
088003,31107
088004,2862
088005,16334
088006,54089
088007,2886
088008,19351
088009,73409
088010,11030
088011,26837
088012,63740
089001,35698
089002,31145
089003,1889
089004,995
089005,6901
089006,17461
089007,751
089008,2400
089009,22557
089010,12349
089011,22979
089012,13585
089013,24154
089014,22312
089015,8481
089016,21122
089017,120405
089018,7885
089019,8414
089020,3867
089021,11687
090001,1438
090002,1832
090003,43743
090004,611
090005,760
090006,13815
090007,536
090008,1784
090009,2694
090010,397
090011,952
090012,3488
090013,3310
090014,743
090015,267
090016,669
090017,3762
090018,864
090019,487
090020,878
090021,3978
090022,617
090023,5867
090024,417
090025,1573
090026,1307
090027,788
090028,380
090029,1500
090030,508
090031,798
090032,485
090033,8379
090034,881
090035,11051
090036,1860
090037,2486
090038,562
090039,478
090040,107
090041,2399
090042,1873
090043,829
090044,783
090045,1336
090046,2699
090047,61323
090048,4185
090049,3142
090050,2937
090051,5646
090052,10334
090053,634
090054,4245
090055,2984
090056,2343
090057,4440
090058,22158
090059,2520
090060,720
090061,523
090062,1193
090063,5308
090064,126218
090065,1296
090066,142
090067,7135
090068,838
090069,14792
090070,13798
090071,2866
090072,2387
090073,938
090074,2233
090075,1499
090076,2921
090077,4306
090078,2222
090079,4323
090080,2296
090081,1857
090082,1663
090083,2468
090084,3623
090085,1492
090086,609
090087,1368
090088,725
090089,1581
090090,2107
090091,5299
090092,5026
091001,1266
091002,2322
091003,1081
091004,778
091005,3973
091006,3564
091007,577
091008,511
091009,2735
091010,2526
091011,2038
091012,1286
091016,2219
091017,8534
091018,598
091019,551
091024,3834
091025,748
091026,1370
091027,2442
091028,2586
091031,1321
091032,2091
091033,2278
091035,3147
091037,5283
091038,490
091039,1300
091040,501
091041,1614
091042,2124
091043,1318
091044,9786
091046,2472
091047,1691
091050,289
091051,35763
091055,6904
091056,1240
091057,820
091058,372
091059,719
091060,900
091061,2806
091062,4117
091063,7012
091064,1962
091066,1094
091067,2238
091068,224
091069,743
091070,2254
091071,1596
091072,1825
091073,3085
091077,1664
091083,2060
091084,1671
091085,11559
091086,1605
091088,975
091089,3907
091090,641
091091,466
091093,1888
091094,2829
091095,11093
091097,1096
091098,1415
091099,1178
091100,506
091101,3085
091103,1966
091104,321
092003,26848
092009,153231
092011,23534
092015,8361
092037,8005
092050,7294
092051,70352
092066,5226
092068,29202
092074,21162
092075,6831
092080,17664
092090,8733
092099,2143
092105,13132
092108,9519
092109,19677
093001,244
093002,1318
093004,9130
093005,15753
093006,243
093007,9344
093008,2559
093009,6371
093010,8404
093011,834
093012,1525
093013,5180
093014,355
093015,887
093016,388
093017,18300
093018,2762
093019,369
093020,1521
093021,11775
093022,12612
093024,594
093025,11758
093026,1543
093027,4338
093028,2705
093029,7760
093030,1530
093031,3157
093032,15171
093033,51714
093034,8333
093035,3463
093036,5977
093037,19977
093038,4582
093039,1428
093040,4229
093041,15246
093042,2233
093043,6369
093044,12103
093045,287
093046,344
093047,1809
093049,700
093050,1309
093051,8489
093052,1688
093053,3909
094001,400
094002,4901
094003,675
094004,695
094005,752
094006,837
094007,1286
094008,1087
094009,311
094010,1620
094011,157
094012,481
094013,105
094014,1200
094015,204
094016,926
094017,1343
094018,173
094019,610
094020,643
094021,1906
094022,2985
094023,21585
094024,663
094025,1065
094026,1756
094027,970
094028,2385
094029,517
094030,2090
094031,1668
094032,829
094033,257
094034,437
094035,664
094036,311
094037,618
094038,2266
094039,1069
094040,896
094041,516
094042,1098
094043,451
094044,1381
094045,687
094046,359
094047,292
094048,642
094049,707
094050,2239
094051,662
094052,11209
095001,2643
095002,414
095003,250
095004,1366
095005,355
095006,3844
095007,826
095008,353
095009,320
095010,77
095011,1262
095012,598
095013,668
095014,136
095015,1538
095016,153
095017,1241
095018,9043
095019,2548
095020,870
095021,4409
095022,453
095023,716
095024,853
095025,4737
095026,1044
095027,1517
095028,432
095029,4048
095030,693
095031,1727
095032,637
095033,1198
095034,462
095035,1780
095036,336
095037,1182
095038,31469
095039,1498
095040,294
095041,2164
095042,237
095043,2101
095044,647
095045,2926
095046,2578
095047,4757
095048,337
095049,2300
095050,2461
095051,1461
095052,2049
095053,1734
095054,433
095055,161
095056,904
095057,791
095058,307
095059,2186
095060,488
095061,224
095062,2345
095063,355
095064,148
095065,10101
095066,950
095067,1097
095068,492
095069,2802
095070,736
095071,297
095072,1567
095073,296
095074,1153
095075,1027
095076,345
095077,301
095078,119
095079,7806
095080,436
095082,1759
095083,629
095084,157
095085,456
095086,195
095087,1032
095088,241
